Implementation smell,Namespace,Class,File,Method,Description
Long Statement,ScheduleWidget.UnitTest,QuarterlyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\QuarterlyTests.cs,MonthQuarterMatrixConstructed,The length of the statement  "            DayInQuarterTE te = new DayInQuarterTE(QuarterEnum.First' QuarterlyIntervalEnum.First' MonthlyIntervalEnum.First' DayOfWeekEnum.Fri); " is 133.
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 1)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 2)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 2)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 2)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 8' 3)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 8' 3)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 8' 3)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 8' 4)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 8' 4)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 8' 4)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 5)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 5)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 5)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 6)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 6)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 6)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 7)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 7)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 7)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 8)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 8)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 8)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 9)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 9)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 9)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 8' 10)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 8' 10)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 8' 10)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: var aEvent = new Event()              {                  ID = 1'                  Title = "Weekly on Monday' Wednesday' Friday"'                  FrequencyTypeOptions = FrequencyTypeEnum.Weekly'                  DaysOfWeekOptions = Enums.DayOfWeekEnum.MWF'                  StartDateTime = new DateTime(2013' 8' 2)              };
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: var aEvent = new Event()              {                  ID = 1'                  Title = "Weekly on Monday' Wednesday' Friday"'                  FrequencyTypeOptions = FrequencyTypeEnum.Weekly'                  DaysOfWeekOptions = Enums.DayOfWeekEnum.MWF'                  StartDateTime = new DateTime(2013' 8' 2)              };
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: var aEvent = new Event()              {                  ID = 1'                  Title = "Weekly on Monday' Wednesday' Friday"'                  FrequencyTypeOptions = FrequencyTypeEnum.Weekly'                  DaysOfWeekOptions = Enums.DayOfWeekEnum.MWF'                  StartDateTime = new DateTime(2013' 8' 2)              };
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 2)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 2)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 2)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 8' 3)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 8' 3)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 8' 3)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 8' 4)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 8' 4)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 8' 4)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 5)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 5)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 5)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 8' 6)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 8' 6)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 8' 6)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 7)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 7)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 7)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 8' 8)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 8' 8)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 8' 8)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 9)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 9)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventOnEveryMonWedFriTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 9)));
