Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Graphics,Base,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Base.cs,BeginBox,The length of the statement  "	XLinearGradientBrush brush = new XLinearGradientBrush (rect' this.backColor' this.backColor2' XLinearGradientMode.Vertical); " is 124.
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawPathAlternateAndWinding,The following statement contains a magic number: path.AddBeziers (new XPoint[] {  	new XPoint (130' 40)'  	new XPoint (150' 0)'  	new XPoint (160' 20)'  	new XPoint (180' 40)'  	new XPoint (200' 60)'  	new XPoint (220' 60)'  	new XPoint (240' 40)  });  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawPathAlternateAndWinding,The following statement contains a magic number: path.AddBeziers (new XPoint[] {  	new XPoint (130' 40)'  	new XPoint (150' 0)'  	new XPoint (160' 20)'  	new XPoint (180' 40)'  	new XPoint (200' 60)'  	new XPoint (220' 60)'  	new XPoint (240' 40)  });  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawPathAlternateAndWinding,The following statement contains a magic number: path.AddBeziers (new XPoint[] {  	new XPoint (130' 40)'  	new XPoint (150' 0)'  	new XPoint (160' 20)'  	new XPoint (180' 40)'  	new XPoint (200' 60)'  	new XPoint (220' 60)'  	new XPoint (240' 40)  });  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawPathAlternateAndWinding,The following statement contains a magic number: path.AddBeziers (new XPoint[] {  	new XPoint (130' 40)'  	new XPoint (150' 0)'  	new XPoint (160' 20)'  	new XPoint (180' 40)'  	new XPoint (200' 60)'  	new XPoint (220' 60)'  	new XPoint (240' 40)  });  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawPathAlternateAndWinding,The following statement contains a magic number: path.AddBeziers (new XPoint[] {  	new XPoint (130' 40)'  	new XPoint (150' 0)'  	new XPoint (160' 20)'  	new XPoint (180' 40)'  	new XPoint (200' 60)'  	new XPoint (220' 60)'  	new XPoint (240' 40)  });  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawPathAlternateAndWinding,The following statement contains a magic number: path.AddBeziers (new XPoint[] {  	new XPoint (130' 40)'  	new XPoint (150' 0)'  	new XPoint (160' 20)'  	new XPoint (180' 40)'  	new XPoint (200' 60)'  	new XPoint (220' 60)'  	new XPoint (240' 40)  });  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawPathAlternateAndWinding,The following statement contains a magic number: path.AddBeziers (new XPoint[] {  	new XPoint (130' 40)'  	new XPoint (150' 0)'  	new XPoint (160' 20)'  	new XPoint (180' 40)'  	new XPoint (200' 60)'  	new XPoint (220' 60)'  	new XPoint (240' 40)  });  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawPathAlternateAndWinding,The following statement contains a magic number: path.AddBeziers (new XPoint[] {  	new XPoint (130' 40)'  	new XPoint (150' 0)'  	new XPoint (160' 20)'  	new XPoint (180' 40)'  	new XPoint (200' 60)'  	new XPoint (220' 60)'  	new XPoint (240' 40)  });  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawPathAlternateAndWinding,The following statement contains a magic number: path.AddBeziers (new XPoint[] {  	new XPoint (130' 40)'  	new XPoint (150' 0)'  	new XPoint (160' 20)'  	new XPoint (180' 40)'  	new XPoint (200' 60)'  	new XPoint (220' 60)'  	new XPoint (240' 40)  });  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawPathAlternateAndWinding,The following statement contains a magic number: path.AddBeziers (new XPoint[] {  	new XPoint (130' 40)'  	new XPoint (150' 0)'  	new XPoint (160' 20)'  	new XPoint (180' 40)'  	new XPoint (200' 60)'  	new XPoint (220' 60)'  	new XPoint (240' 40)  });  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawPathAlternateAndWinding,The following statement contains a magic number: path.AddBeziers (new XPoint[] {  	new XPoint (130' 40)'  	new XPoint (150' 0)'  	new XPoint (160' 20)'  	new XPoint (180' 40)'  	new XPoint (200' 60)'  	new XPoint (220' 60)'  	new XPoint (240' 40)  });  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawPathAlternateAndWinding,The following statement contains a magic number: path.AddBeziers (new XPoint[] {  	new XPoint (130' 40)'  	new XPoint (150' 0)'  	new XPoint (160' 20)'  	new XPoint (180' 40)'  	new XPoint (200' 60)'  	new XPoint (220' 60)'  	new XPoint (240' 40)  });  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawPathAlternateAndWinding,The following statement contains a magic number: path.AddBeziers (new XPoint[] {  	new XPoint (130' 40)'  	new XPoint (150' 0)'  	new XPoint (160' 20)'  	new XPoint (180' 40)'  	new XPoint (200' 60)'  	new XPoint (220' 60)'  	new XPoint (240' 40)  });  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawPathAlternateAndWinding,The following statement contains a magic number: path.AddLine (240' 40' 240' 130);  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawPathAlternateAndWinding,The following statement contains a magic number: path.AddLine (240' 40' 240' 130);  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawPathAlternateAndWinding,The following statement contains a magic number: path.AddLine (240' 40' 240' 130);  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawPathAlternateAndWinding,The following statement contains a magic number: path.AddLine (240' 40' 240' 130);  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawPathAlternateAndWinding,The following statement contains a magic number: path.AddEllipse (160' 80' 50' 40);  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawPathAlternateAndWinding,The following statement contains a magic number: path.AddEllipse (160' 80' 50' 40);  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawPathAlternateAndWinding,The following statement contains a magic number: path.AddEllipse (160' 80' 50' 40);  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawPathAlternateAndWinding,The following statement contains a magic number: path.AddEllipse (160' 80' 50' 40);  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawGlyphs,The following statement contains a magic number: path.AddString ("Hello!"' new XFontFamily ("Times New Roman")' XFontStyle.BoldItalic' 100' new XRect (0' 0' 250' 140)' XStringFormats.Center);  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawGlyphs,The following statement contains a magic number: path.AddString ("Hello!"' new XFontFamily ("Times New Roman")' XFontStyle.BoldItalic' 100' new XRect (0' 0' 250' 140)' XStringFormats.Center);  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawGlyphs,The following statement contains a magic number: path.AddString ("Hello!"' new XFontFamily ("Times New Roman")' XFontStyle.BoldItalic' 100' new XRect (0' 0' 250' 140)' XStringFormats.Center);  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawGlyphs,The following statement contains a magic number: gfx.DrawPath (new XPen (XColors.Purple' 2.3)' XBrushes.DarkOrchid' path);  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawClipPath,The following statement contains a magic number: path.AddString ("Clip!"' new XFontFamily ("Verdana")' XFontStyle.Bold' 90' new XRect (0' 0' 250' 140)' XStringFormats.Center);  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawClipPath,The following statement contains a magic number: path.AddString ("Clip!"' new XFontFamily ("Verdana")' XFontStyle.Bold' 90' new XRect (0' 0' 250' 140)' XStringFormats.Center);  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawClipPath,The following statement contains a magic number: path.AddString ("Clip!"' new XFontFamily ("Verdana")' XFontStyle.Bold' 90' new XRect (0' 0' 250' 140)' XStringFormats.Center);  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawClipPath,The following statement contains a magic number: for (double r = 0; r <= 90; r += 0.5)  	gfx.DrawLine (pen' 0' 0' 250 * Math.Cos (r / 90 * Math.PI)' 250 * Math.Sin (r / 90 * Math.PI));  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawClipPath,The following statement contains a magic number: for (double r = 0; r <= 90; r += 0.5)  	gfx.DrawLine (pen' 0' 0' 250 * Math.Cos (r / 90 * Math.PI)' 250 * Math.Sin (r / 90 * Math.PI));  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawClipPath,The following statement contains a magic number: for (double r = 0; r <= 90; r += 0.5)  	gfx.DrawLine (pen' 0' 0' 250 * Math.Cos (r / 90 * Math.PI)' 250 * Math.Sin (r / 90 * Math.PI));  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawClipPath,The following statement contains a magic number: for (double r = 0; r <= 90; r += 0.5)  	gfx.DrawLine (pen' 0' 0' 250 * Math.Cos (r / 90 * Math.PI)' 250 * Math.Sin (r / 90 * Math.PI));  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawClipPath,The following statement contains a magic number: for (double r = 0; r <= 90; r += 0.5)  	gfx.DrawLine (pen' 0' 0' 250 * Math.Cos (r / 90 * Math.PI)' 250 * Math.Sin (r / 90 * Math.PI));  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawClipPath,The following statement contains a magic number: for (double r = 0; r <= 90; r += 0.5)  	gfx.DrawLine (pen' 0' 0' 250 * Math.Cos (r / 90 * Math.PI)' 250 * Math.Sin (r / 90 * Math.PI));  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawClipPath,The following statement contains a magic number: r += 0.5
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawClipPath,The following statement contains a magic number: gfx.DrawLine (pen' 0' 0' 250 * Math.Cos (r / 90 * Math.PI)' 250 * Math.Sin (r / 90 * Math.PI));  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawClipPath,The following statement contains a magic number: gfx.DrawLine (pen' 0' 0' 250 * Math.Cos (r / 90 * Math.PI)' 250 * Math.Sin (r / 90 * Math.PI));  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawClipPath,The following statement contains a magic number: gfx.DrawLine (pen' 0' 0' 250 * Math.Cos (r / 90 * Math.PI)' 250 * Math.Sin (r / 90 * Math.PI));  
Magic Number,Graphics,Paths,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Paths.cs,DrawClipPath,The following statement contains a magic number: gfx.DrawLine (pen' 0' 0' 250 * Math.Cos (r / 90 * Math.PI)' 250 * Math.Sin (r / 90 * Math.PI));  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPage,The following statement contains a magic number: DrawRoundedRectangle (gfx' 2);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPage,The following statement contains a magic number: DrawEllipse (gfx' 3);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPage,The following statement contains a magic number: DrawPolygon (gfx' 4);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPage,The following statement contains a magic number: DrawPie (gfx' 5);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPage,The following statement contains a magic number: DrawClosedCurve (gfx' 6);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRectangle,The following statement contains a magic number: gfx.DrawRectangle (pen' 10' 0' 100' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRectangle,The following statement contains a magic number: gfx.DrawRectangle (pen' 10' 0' 100' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRectangle,The following statement contains a magic number: gfx.DrawRectangle (pen' 10' 0' 100' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRectangle,The following statement contains a magic number: gfx.DrawRectangle (XBrushes.DarkOrange' 130' 0' 100' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRectangle,The following statement contains a magic number: gfx.DrawRectangle (XBrushes.DarkOrange' 130' 0' 100' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRectangle,The following statement contains a magic number: gfx.DrawRectangle (XBrushes.DarkOrange' 130' 0' 100' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRectangle,The following statement contains a magic number: gfx.DrawRectangle (pen' XBrushes.DarkOrange' 10' 80' 100' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRectangle,The following statement contains a magic number: gfx.DrawRectangle (pen' XBrushes.DarkOrange' 10' 80' 100' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRectangle,The following statement contains a magic number: gfx.DrawRectangle (pen' XBrushes.DarkOrange' 10' 80' 100' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRectangle,The following statement contains a magic number: gfx.DrawRectangle (pen' XBrushes.DarkOrange' 10' 80' 100' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRectangle,The following statement contains a magic number: gfx.DrawRectangle (pen' XBrushes.DarkOrange' 150' 80' 60' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRectangle,The following statement contains a magic number: gfx.DrawRectangle (pen' XBrushes.DarkOrange' 150' 80' 60' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRectangle,The following statement contains a magic number: gfx.DrawRectangle (pen' XBrushes.DarkOrange' 150' 80' 60' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRectangle,The following statement contains a magic number: gfx.DrawRectangle (pen' XBrushes.DarkOrange' 150' 80' 60' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRoundedRectangle,The following statement contains a magic number: gfx.DrawRoundedRectangle (pen' 10' 0' 100' 60' 30' 20);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRoundedRectangle,The following statement contains a magic number: gfx.DrawRoundedRectangle (pen' 10' 0' 100' 60' 30' 20);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRoundedRectangle,The following statement contains a magic number: gfx.DrawRoundedRectangle (pen' 10' 0' 100' 60' 30' 20);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRoundedRectangle,The following statement contains a magic number: gfx.DrawRoundedRectangle (pen' 10' 0' 100' 60' 30' 20);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRoundedRectangle,The following statement contains a magic number: gfx.DrawRoundedRectangle (pen' 10' 0' 100' 60' 30' 20);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRoundedRectangle,The following statement contains a magic number: gfx.DrawRoundedRectangle (XBrushes.Orange' 130' 0' 100' 60' 30' 20);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRoundedRectangle,The following statement contains a magic number: gfx.DrawRoundedRectangle (XBrushes.Orange' 130' 0' 100' 60' 30' 20);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRoundedRectangle,The following statement contains a magic number: gfx.DrawRoundedRectangle (XBrushes.Orange' 130' 0' 100' 60' 30' 20);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRoundedRectangle,The following statement contains a magic number: gfx.DrawRoundedRectangle (XBrushes.Orange' 130' 0' 100' 60' 30' 20);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRoundedRectangle,The following statement contains a magic number: gfx.DrawRoundedRectangle (XBrushes.Orange' 130' 0' 100' 60' 30' 20);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRoundedRectangle,The following statement contains a magic number: gfx.DrawRoundedRectangle (pen' XBrushes.Orange' 10' 80' 100' 60' 30' 20);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRoundedRectangle,The following statement contains a magic number: gfx.DrawRoundedRectangle (pen' XBrushes.Orange' 10' 80' 100' 60' 30' 20);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRoundedRectangle,The following statement contains a magic number: gfx.DrawRoundedRectangle (pen' XBrushes.Orange' 10' 80' 100' 60' 30' 20);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRoundedRectangle,The following statement contains a magic number: gfx.DrawRoundedRectangle (pen' XBrushes.Orange' 10' 80' 100' 60' 30' 20);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRoundedRectangle,The following statement contains a magic number: gfx.DrawRoundedRectangle (pen' XBrushes.Orange' 10' 80' 100' 60' 30' 20);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRoundedRectangle,The following statement contains a magic number: gfx.DrawRoundedRectangle (pen' XBrushes.Orange' 10' 80' 100' 60' 30' 20);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRoundedRectangle,The following statement contains a magic number: gfx.DrawRoundedRectangle (pen' XBrushes.Orange' 150' 80' 60' 60' 20' 20);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRoundedRectangle,The following statement contains a magic number: gfx.DrawRoundedRectangle (pen' XBrushes.Orange' 150' 80' 60' 60' 20' 20);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRoundedRectangle,The following statement contains a magic number: gfx.DrawRoundedRectangle (pen' XBrushes.Orange' 150' 80' 60' 60' 20' 20);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRoundedRectangle,The following statement contains a magic number: gfx.DrawRoundedRectangle (pen' XBrushes.Orange' 150' 80' 60' 60' 20' 20);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRoundedRectangle,The following statement contains a magic number: gfx.DrawRoundedRectangle (pen' XBrushes.Orange' 150' 80' 60' 60' 20' 20);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawRoundedRectangle,The following statement contains a magic number: gfx.DrawRoundedRectangle (pen' XBrushes.Orange' 150' 80' 60' 60' 20' 20);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawEllipse,The following statement contains a magic number: gfx.DrawEllipse (pen' 10' 0' 100' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawEllipse,The following statement contains a magic number: gfx.DrawEllipse (pen' 10' 0' 100' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawEllipse,The following statement contains a magic number: gfx.DrawEllipse (pen' 10' 0' 100' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawEllipse,The following statement contains a magic number: gfx.DrawEllipse (XBrushes.Goldenrod' 130' 0' 100' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawEllipse,The following statement contains a magic number: gfx.DrawEllipse (XBrushes.Goldenrod' 130' 0' 100' 60);  
