Implementation smell,Namespace,Class,File,Method,Description
Long Statement,GoogleApi.UnitTests.Maps.Directions,DirectionsRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\Directions\DirectionsRequestTests.cs,GetUriTest,The length of the statement  "            Assert.AreEqual($"/maps/api/directions/json?key={request.Key}&origin={Uri.EscapeDataString(request.Origin.ToString())}&destination={Uri.EscapeDataString(request.Destination.ToString())}&units={request.Units.ToString().ToLower()}&mode={request.TravelMode.ToString().ToLower()}&language={request.Language.ToCode()}&departure_time=now&traffic_model={request.TrafficModel.ToString().ToLower()}"' uri.PathAndQuery); " is 410.
Magic Number,GoogleApi.UnitTests.Maps.Roads.NearestRoads,NearestRoadsRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\Roads\NearestRoads\NearestRoadsRequestTests.cs,GetQueryStringParametersWhenPathCotaninsMoreThanHundredLocationsTest,The following statement contains a magic number: var request = new NearestRoadsRequest              {                  Key = "abc"'                  Points = new Location[101]              };
Magic Number,GoogleApi.UnitTests.Maps.Roads.NearestRoads,NearestRoadsRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\Roads\NearestRoads\NearestRoadsRequestTests.cs,GetUriTest,The following statement contains a magic number: var request = new NearestRoadsRequest              {                  Key = "abc"'                  Points = new[]                  {                      new Location(1' 1)'                      new Location(2' 2)                   }              };
Magic Number,GoogleApi.UnitTests.Maps.Roads.NearestRoads,NearestRoadsRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\Roads\NearestRoads\NearestRoadsRequestTests.cs,GetUriTest,The following statement contains a magic number: var request = new NearestRoadsRequest              {                  Key = "abc"'                  Points = new[]                  {                      new Location(1' 1)'                      new Location(2' 2)                   }              };
Magic Number,GoogleApi.UnitTests.Maps.Roads.SnapToRoad,SnapToRoadRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\Roads\SnapToRoad\SnapToRoadRequestTests.cs,GetQueryStringParametersTest,The following statement contains a magic number: var request = new SnapToRoadsRequest              {                  Key = "abc"'                  Path = new[]                  {                      new Location(1' 1)'                      new Location(2' 2)                  }              };
Magic Number,GoogleApi.UnitTests.Maps.Roads.SnapToRoad,SnapToRoadRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\Roads\SnapToRoad\SnapToRoadRequestTests.cs,GetQueryStringParametersTest,The following statement contains a magic number: var request = new SnapToRoadsRequest              {                  Key = "abc"'                  Path = new[]                  {                      new Location(1' 1)'                      new Location(2' 2)                  }              };
Magic Number,GoogleApi.UnitTests.Maps.Roads.SnapToRoad,SnapToRoadRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\Roads\SnapToRoad\SnapToRoadRequestTests.cs,GetQueryStringParametersWhenPathCotaninsMoreThanHundredLocationsTest,The following statement contains a magic number: var request = new SnapToRoadsRequest              {                  Key = "abc"'                  Path = new Location[101]              };
Magic Number,GoogleApi.UnitTests.Maps.Roads.SnapToRoad,SnapToRoadRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\Roads\SnapToRoad\SnapToRoadRequestTests.cs,GetUriTest,The following statement contains a magic number: var request = new SnapToRoadsRequest              {                  Key = "abc"'                  Path = new[]                  {                      new Location(1' 1)'                      new Location(2' 2)                  }              };
Magic Number,GoogleApi.UnitTests.Maps.Roads.SnapToRoad,SnapToRoadRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\Roads\SnapToRoad\SnapToRoadRequestTests.cs,GetUriTest,The following statement contains a magic number: var request = new SnapToRoadsRequest              {                  Key = "abc"'                  Path = new[]                  {                      new Location(1' 1)'                      new Location(2' 2)                  }              };
Magic Number,GoogleApi.UnitTests.Maps.Roads.SpeedLimits,SpeedLimitsRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\Roads\SpeedLimits\SpeedLimitsRequestTests.cs,GetQueryStringParametersTest,The following statement contains a magic number: var request = new SpeedLimitsRequest              {                  Key = "abc"'                  Path = new[]                  {                      new Location(1' 1)'                      new Location(2' 2)                  }              };
Magic Number,GoogleApi.UnitTests.Maps.Roads.SpeedLimits,SpeedLimitsRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\Roads\SpeedLimits\SpeedLimitsRequestTests.cs,GetQueryStringParametersTest,The following statement contains a magic number: var request = new SpeedLimitsRequest              {                  Key = "abc"'                  Path = new[]                  {                      new Location(1' 1)'                      new Location(2' 2)                  }              };
Magic Number,GoogleApi.UnitTests.Maps.Roads.SpeedLimits,SpeedLimitsRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\Roads\SpeedLimits\SpeedLimitsRequestTests.cs,GetQueryStringParametersWhenPlaceIdsCountIsGreaterThanAllowedTest,The following statement contains a magic number: var request = new SpeedLimitsRequest              {                  Key = "abc"'                  PlaceIds = new string[101]              };
Magic Number,GoogleApi.UnitTests.Maps.Roads.SpeedLimits,SpeedLimitsRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\Roads\SpeedLimits\SpeedLimitsRequestTests.cs,GetUriTest,The following statement contains a magic number: var request = new SpeedLimitsRequest              {                  Key = "abc"'                  Path = new[]                  {                      new Location(1' 1)'                      new Location(2' 2)                  }              };
Magic Number,GoogleApi.UnitTests.Maps.Roads.SpeedLimits,SpeedLimitsRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\Roads\SpeedLimits\SpeedLimitsRequestTests.cs,GetUriTest,The following statement contains a magic number: var request = new SpeedLimitsRequest              {                  Key = "abc"'                  Path = new[]                  {                      new Location(1' 1)'                      new Location(2' 2)                  }              };
Magic Number,GoogleApi.UnitTests.Maps.StaticMaps,StaticMapsRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\StaticMaps\StaticMapsRequestTests.cs,GetQueryStringParametersTest,The following statement contains a magic number: var request = new StaticMapsRequest              {                  Key = "abc"'                  Center = new Location(1' 1)'                  ZoomLevel = 2'                  Size = new MapSize(100' 100)'                  Type = MapType.Hybrid'                  Scale = MapScale.Large'                  Format = ImageFormat.Png32'                  Language = Language.Arabic'                  Region = "abc"              };
Magic Number,GoogleApi.UnitTests.Maps.StaticMaps,StaticMapsRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\StaticMaps\StaticMapsRequestTests.cs,GetQueryStringParametersTest,The following statement contains a magic number: var request = new StaticMapsRequest              {                  Key = "abc"'                  Center = new Location(1' 1)'                  ZoomLevel = 2'                  Size = new MapSize(100' 100)'                  Type = MapType.Hybrid'                  Scale = MapScale.Large'                  Format = ImageFormat.Png32'                  Language = Language.Arabic'                  Region = "abc"              };
Magic Number,GoogleApi.UnitTests.Maps.StaticMaps,StaticMapsRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\StaticMaps\StaticMapsRequestTests.cs,GetQueryStringParametersTest,The following statement contains a magic number: var request = new StaticMapsRequest              {                  Key = "abc"'                  Center = new Location(1' 1)'                  ZoomLevel = 2'                  Size = new MapSize(100' 100)'                  Type = MapType.Hybrid'                  Scale = MapScale.Large'                  Format = ImageFormat.Png32'                  Language = Language.Arabic'                  Region = "abc"              };
Magic Number,GoogleApi.UnitTests.Maps.StreetView,StreetViewRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\StreetView\StreetViewRequestTests.cs,GetQueryStringParametersTest,The following statement contains a magic number: var request = new StreetViewRequest              {                  Key = "abc"'                  Location = new Location(1' 1)'                  Size = new MapSize(100' 100)'                  Pitch = 20'                  Heading = 3'                  FieldOfView = 2              };
Magic Number,GoogleApi.UnitTests.Maps.StreetView,StreetViewRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\StreetView\StreetViewRequestTests.cs,GetQueryStringParametersTest,The following statement contains a magic number: var request = new StreetViewRequest              {                  Key = "abc"'                  Location = new Location(1' 1)'                  Size = new MapSize(100' 100)'                  Pitch = 20'                  Heading = 3'                  FieldOfView = 2              };
Magic Number,GoogleApi.UnitTests.Maps.StreetView,StreetViewRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\StreetView\StreetViewRequestTests.cs,GetQueryStringParametersTest,The following statement contains a magic number: var request = new StreetViewRequest              {                  Key = "abc"'                  Location = new Location(1' 1)'                  Size = new MapSize(100' 100)'                  Pitch = 20'                  Heading = 3'                  FieldOfView = 2              };
Magic Number,GoogleApi.UnitTests.Maps.StreetView,StreetViewRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\StreetView\StreetViewRequestTests.cs,GetQueryStringParametersTest,The following statement contains a magic number: var request = new StreetViewRequest              {                  Key = "abc"'                  Location = new Location(1' 1)'                  Size = new MapSize(100' 100)'                  Pitch = 20'                  Heading = 3'                  FieldOfView = 2              };
Magic Number,GoogleApi.UnitTests.Maps.StreetView,StreetViewRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\StreetView\StreetViewRequestTests.cs,GetQueryStringParametersTest,The following statement contains a magic number: var request = new StreetViewRequest              {                  Key = "abc"'                  Location = new Location(1' 1)'                  Size = new MapSize(100' 100)'                  Pitch = 20'                  Heading = 3'                  FieldOfView = 2              };
Magic Number,GoogleApi.UnitTests.Maps.StreetView,StreetViewRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\StreetView\StreetViewRequestTests.cs,GetQueryStringParametersWhenPitchIsOutOfRangeLowerTest,The following statement contains a magic number: var request = new StreetViewRequest              {                  Key = "abc"'                  Location = new Location(0' 0)'                  Pitch = -100              };
Magic Number,GoogleApi.UnitTests.Maps.StreetView,StreetViewRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\StreetView\StreetViewRequestTests.cs,GetQueryStringParametersWhenPitchIsOutOfRangeHigherTest,The following statement contains a magic number: var request = new StreetViewRequest              {                  Key = "abc"'                  Location = new Location(0' 0)'                  Pitch = 100              };
Magic Number,GoogleApi.UnitTests.Maps.StreetView,StreetViewRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\StreetView\StreetViewRequestTests.cs,GetQueryStringParametersWhenHeadingIsOutOfRangeHigherTest,The following statement contains a magic number: var request = new StreetViewRequest              {                  Key = "abc"'                  Location = new Location(0' 0)'                  Heading = 361              };
Magic Number,GoogleApi.UnitTests.Maps.StreetView,StreetViewRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\StreetView\StreetViewRequestTests.cs,GetQueryStringParametersWhenFieldOfViewIsOutOfRangeHigherTest,The following statement contains a magic number: var request = new StreetViewRequest              {                  Key = "abc"'                  Location = new Location(0' 0)'                  FieldOfView = 121              };
Magic Number,GoogleApi.UnitTests.Maps.StreetView,StreetViewRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\StreetView\StreetViewRequestTests.cs,GetUriWhenHeadingTest,The following statement contains a magic number: var request = new StreetViewRequest              {                  Key = "abc"'                  PanoramaId = "def"'                  Heading = 2              };
Magic Number,GoogleApi.UnitTests.Maps.TimeZone,TimeZoneRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\TimeZone\TimeZoneRequestTests.cs,GetQueryStringParametersTest,The following statement contains a magic number: var request = new TimeZoneRequest              {                  Key = "abc"'                  Location = new Location(40.7141289' -73.9614074)              };
Magic Number,GoogleApi.UnitTests.Maps.TimeZone,TimeZoneRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\TimeZone\TimeZoneRequestTests.cs,GetQueryStringParametersTest,The following statement contains a magic number: var request = new TimeZoneRequest              {                  Key = "abc"'                  Location = new Location(40.7141289' -73.9614074)              };
Magic Number,GoogleApi.UnitTests.Maps.TimeZone,TimeZoneRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\TimeZone\TimeZoneRequestTests.cs,GetUriTest,The following statement contains a magic number: var request = new TimeZoneRequest              {                  Key = "abc"'                  Location = new Location(40.7141289' -73.9614074)              };
Magic Number,GoogleApi.UnitTests.Maps.TimeZone,TimeZoneRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Maps\TimeZone\TimeZoneRequestTests.cs,GetUriTest,The following statement contains a magic number: var request = new TimeZoneRequest              {                  Key = "abc"'                  Location = new Location(40.7141289' -73.9614074)              };
Magic Number,GoogleApi.UnitTests.Places.AutoComplete,AutoCompleteRequstTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\AutoComplete\AutoCompleteRequstTests.cs,GetQueryStringParametersWhenRadiusIsGereaterThanFiftyThousandTest,The following statement contains a magic number: var request = new PlacesAutoCompleteRequest              {                  Key = "abc"'                  Input = "abc"'                  Radius = 50001              };
Magic Number,GoogleApi.UnitTests.Places.AutoComplete,AutoCompleteRequstTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\AutoComplete\AutoCompleteRequstTests.cs,GetUriWhenRadiusTest,The following statement contains a magic number: var request = new PlacesAutoCompleteRequest              {                  Key = "abc"'                  Input = "abc"'                   Radius = 50              };
Magic Number,GoogleApi.UnitTests.Places.Photos,PhotosRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Photos\PhotosRequestTests.cs,GetQueryStringParametersTest,The following statement contains a magic number: var request = new PlacesPhotosRequest              {                  Key = "abc"'                  PhotoReference = "test"'                  MaxHeight = 10              };
Magic Number,GoogleApi.UnitTests.Places.Photos,PhotosRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Photos\PhotosRequestTests.cs,GetQueryStringParametersWhenKeyIsNullTest,The following statement contains a magic number: var request = new PlacesPhotosRequest              {                  Key = null'                  PhotoReference = "test"'                  MaxHeight = 10              };
Magic Number,GoogleApi.UnitTests.Places.Photos,PhotosRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Photos\PhotosRequestTests.cs,GetQueryStringParametersWhenKeyIsStringEmptyTest,The following statement contains a magic number: var request = new PlacesPhotosRequest              {                  Key = string.Empty'                  PhotoReference = "test"'                  MaxHeight = 10              };
Magic Number,GoogleApi.UnitTests.Places.Photos,PhotosRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Photos\PhotosRequestTests.cs,GetQueryStringParametersWhenMaxHeightIsGreaterThanSexteenHundredthsTest,The following statement contains a magic number: var request = new PlacesPhotosRequest              {                  Key = "abc"'                  PhotoReference = "abc"'                  MaxHeight = 1601              };
Magic Number,GoogleApi.UnitTests.Places.Photos,PhotosRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Photos\PhotosRequestTests.cs,GetQueryStringParametersWhenMaxWidthIsGreaterThanSexteenHundredthsTest,The following statement contains a magic number: var request = new PlacesPhotosRequest              {                  Key = "abc"'                  PhotoReference = "abc"'                  MaxWidth = 1601              };
Magic Number,GoogleApi.UnitTests.Places.Photos,PhotosRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Photos\PhotosRequestTests.cs,GetUriTest,The following statement contains a magic number: var request = new PlacesPhotosRequest              {                  Key = "abc"'                  PhotoReference = "test"'                  MaxHeight = 10'                   MaxWidth =  10              };
Magic Number,GoogleApi.UnitTests.Places.Photos,PhotosRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Photos\PhotosRequestTests.cs,GetUriTest,The following statement contains a magic number: var request = new PlacesPhotosRequest              {                  Key = "abc"'                  PhotoReference = "test"'                  MaxHeight = 10'                   MaxWidth =  10              };
Magic Number,GoogleApi.UnitTests.Places.QueryAutoComplete,QueryAutoCompleteRequstTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\QueryAutoComplete\QueryAutoCompleteRequstTests.cs,GetQueryStringParametersWhenRadiusIsGereaterThanFiftyThousandTest,The following statement contains a magic number: var request = new PlacesQueryAutoCompleteRequest              {                  Key = "abc"'                  Input = "abc"'                  Radius = 50001              };
Magic Number,GoogleApi.UnitTests.Places.QueryAutoComplete,QueryAutoCompleteRequstTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\QueryAutoComplete\QueryAutoCompleteRequstTests.cs,GetUriWhenRadiusTest,The following statement contains a magic number: var request = new PlacesQueryAutoCompleteRequest              {                  Key = "abc"'                  Input = "abc"'                  Radius = 50              };
Magic Number,GoogleApi.UnitTests.Places.Search.Find,FindSearchRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Search\Find\FindSearchRequestTests.cs,GetQueryStringParametersWhenKeyIsStringEmptyTest,The following statement contains a magic number: var request = new PlacesFindSearchRequest              {                  Key = string.Empty'                  Location = new Location(0' 0)'                  Radius = 5000              };
Magic Number,GoogleApi.UnitTests.Places.Search.Find,FindSearchRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Search\Find\FindSearchRequestTests.cs,GetUriWhenLocationAndRadiusTest,The following statement contains a magic number: var request = new PlacesFindSearchRequest              {                  Key = "abc"'                  Input = "test"'                  Location = new Location(1' 1)'                  Radius = 50              };
Magic Number,GoogleApi.UnitTests.Places.Search.Find,FindSearchRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Search\Find\FindSearchRequestTests.cs,GetUriWhenBoundsTest,The following statement contains a magic number: var request = new PlacesFindSearchRequest              {                  Key = "abc"'                  Input = "test"'                  Bounds = new ViewPort                  {                      NorthEast = new Location(1' 1)'                      SouthWest = new Location(2' 2)                  }              };
Magic Number,GoogleApi.UnitTests.Places.Search.Find,FindSearchRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Search\Find\FindSearchRequestTests.cs,GetUriWhenBoundsTest,The following statement contains a magic number: var request = new PlacesFindSearchRequest              {                  Key = "abc"'                  Input = "test"'                  Bounds = new ViewPort                  {                      NorthEast = new Location(1' 1)'                      SouthWest = new Location(2' 2)                  }              };
Magic Number,GoogleApi.UnitTests.Places.Search.NearBy,NearBySearchRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Search\NearBy\NearBySearchRequestTests.cs,GetQueryStringParametersTest,The following statement contains a magic number: var request = new PlacesNearBySearchRequest              {                  Key = "abc"'                  Location = new Location(0' 0)'                  Radius = 5000'                  Keyword = "test"              };
Magic Number,GoogleApi.UnitTests.Places.Search.NearBy,NearBySearchRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Search\NearBy\NearBySearchRequestTests.cs,GetQueryStringParametersWhenKeyIsNullTest,The following statement contains a magic number: var request = new PlacesNearBySearchRequest              {                  Key = null'                  Location = new Location(0' 0)'                  Radius = 5000'                  Keyword = "test"              };
Magic Number,GoogleApi.UnitTests.Places.Search.NearBy,NearBySearchRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Search\NearBy\NearBySearchRequestTests.cs,GetQueryStringParametersWhenKeyIsStringEmptyTest,The following statement contains a magic number: var request = new PlacesNearBySearchRequest              {                  Key = string.Empty'                  Location = new Location(0' 0)'                  Radius = 5000              };
Magic Number,GoogleApi.UnitTests.Places.Search.NearBy,NearBySearchRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Search\NearBy\NearBySearchRequestTests.cs,GetQueryStringParametersWhenLocationIsNullTest,The following statement contains a magic number: var request = new PlacesNearBySearchRequest              {                  Key = "abc"'                  Location = null'                  Radius = 5000              };
Magic Number,GoogleApi.UnitTests.Places.Search.NearBy,NearBySearchRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Search\NearBy\NearBySearchRequestTests.cs,GetQueryStringParametersWhenRadiusIsLessThanOneTest,The following statement contains a magic number: var request = new PlacesNearBySearchRequest              {                  Key = "abc"'                  Location = new Location(51.491431' -3.16668)'                  Radius = 0              };
Magic Number,GoogleApi.UnitTests.Places.Search.NearBy,NearBySearchRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Search\NearBy\NearBySearchRequestTests.cs,GetQueryStringParametersWhenRadiusIsLessThanOneTest,The following statement contains a magic number: var request = new PlacesNearBySearchRequest              {                  Key = "abc"'                  Location = new Location(51.491431' -3.16668)'                  Radius = 0              };
Magic Number,GoogleApi.UnitTests.Places.Search.NearBy,NearBySearchRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Search\NearBy\NearBySearchRequestTests.cs,GetQueryStringParametersWhenRadiusIsGereaterThanFiftyThousandTest,The following statement contains a magic number: var request = new PlacesNearBySearchRequest              {                  Key = "abc"'                  Location = new Location(51.491431' -3.16668)'                  Radius = 50001              };
Magic Number,GoogleApi.UnitTests.Places.Search.NearBy,NearBySearchRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Search\NearBy\NearBySearchRequestTests.cs,GetQueryStringParametersWhenRadiusIsGereaterThanFiftyThousandTest,The following statement contains a magic number: var request = new PlacesNearBySearchRequest              {                  Key = "abc"'                  Location = new Location(51.491431' -3.16668)'                  Radius = 50001              };
Magic Number,GoogleApi.UnitTests.Places.Search.NearBy,NearBySearchRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Search\NearBy\NearBySearchRequestTests.cs,GetQueryStringParametersWhenRadiusIsGereaterThanFiftyThousandTest,The following statement contains a magic number: var request = new PlacesNearBySearchRequest              {                  Key = "abc"'                  Location = new Location(51.491431' -3.16668)'                  Radius = 50001              };
Magic Number,GoogleApi.UnitTests.Places.Search.NearBy,NearBySearchRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Search\NearBy\NearBySearchRequestTests.cs,GetQueryStringParametersWhenRankByDistanceAndRadiusIsNotNullTest,The following statement contains a magic number: var request = new PlacesNearBySearchRequest              {                  Key = "abc"'                  Location = new Location(51.491431' -3.16668)'                  Radius = 5001'                  Rankby = Ranking.Distance              };
Magic Number,GoogleApi.UnitTests.Places.Search.NearBy,NearBySearchRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Search\NearBy\NearBySearchRequestTests.cs,GetQueryStringParametersWhenRankByDistanceAndRadiusIsNotNullTest,The following statement contains a magic number: var request = new PlacesNearBySearchRequest              {                  Key = "abc"'                  Location = new Location(51.491431' -3.16668)'                  Radius = 5001'                  Rankby = Ranking.Distance              };
Magic Number,GoogleApi.UnitTests.Places.Search.NearBy,NearBySearchRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Search\NearBy\NearBySearchRequestTests.cs,GetQueryStringParametersWhenRankByDistanceAndRadiusIsNotNullTest,The following statement contains a magic number: var request = new PlacesNearBySearchRequest              {                  Key = "abc"'                  Location = new Location(51.491431' -3.16668)'                  Radius = 5001'                  Rankby = Ranking.Distance              };
Magic Number,GoogleApi.UnitTests.Places.Search.NearBy,NearBySearchRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Search\NearBy\NearBySearchRequestTests.cs,GetQueryStringParametersWhenRankByDistanceAndNameIsNullAndKeywordIsNullAndTypeIsNullTest,The following statement contains a magic number: var request = new PlacesNearBySearchRequest              {                  Key = "abc"'                  Location = new Location(51.491431' -3.16668)'                  Rankby = Ranking.Distance              };
Magic Number,GoogleApi.UnitTests.Places.Search.NearBy,NearBySearchRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Search\NearBy\NearBySearchRequestTests.cs,GetQueryStringParametersWhenRankByDistanceAndNameIsNullAndKeywordIsNullAndTypeIsNullTest,The following statement contains a magic number: var request = new PlacesNearBySearchRequest              {                  Key = "abc"'                  Location = new Location(51.491431' -3.16668)'                  Rankby = Ranking.Distance              };
Magic Number,GoogleApi.UnitTests.Places.Search.NearBy,NearBySearchRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Search\NearBy\NearBySearchRequestTests.cs,GetUriTest,The following statement contains a magic number: var request = new PlacesNearBySearchRequest              {                  Key = "abc"'                  Location = new Location(1' 1)'                  Radius = 50              };
Magic Number,GoogleApi.UnitTests.Places.Search.NearBy,NearBySearchRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Search\NearBy\NearBySearchRequestTests.cs,GetUriWhenTypeTest,The following statement contains a magic number: var request = new PlacesNearBySearchRequest              {                  Key = "abc"'                  Location = new Location(1' 1)'                  Radius = 50'                  Type = SearchPlaceType.Accounting               };
Magic Number,GoogleApi.UnitTests.Places.Search.NearBy,NearBySearchRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Search\NearBy\NearBySearchRequestTests.cs,GetUriWhenOpenNowTest,The following statement contains a magic number: var request = new PlacesNearBySearchRequest              {                  Key = "abc"'                  Location = new Location(1' 1)'                  Radius = 50'                  OpenNow = true              };
Magic Number,GoogleApi.UnitTests.Places.Search.NearBy,NearBySearchRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Search\NearBy\NearBySearchRequestTests.cs,GetUriWhenMinpriceTest,The following statement contains a magic number: var request = new PlacesNearBySearchRequest              {                  Key = "abc"'                  Location = new Location(1' 1)'                  Radius = 50'                  Minprice = PriceLevel.Expensive              };
Magic Number,GoogleApi.UnitTests.Places.Search.NearBy,NearBySearchRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Search\NearBy\NearBySearchRequestTests.cs,GetUriWhenMaxpriceTest,The following statement contains a magic number: var request = new PlacesNearBySearchRequest              {                  Key = "abc"'                  Location = new Location(1' 1)'                  Radius = 50'                  Maxprice = PriceLevel.Free              };
Magic Number,GoogleApi.UnitTests.Places.Search.NearBy,NearBySearchRequestTests,D:\research\architectureSmells\repos\vivet_GoogleApi\.tests\GoogleApi.UnitTests\Places\Search\NearBy\NearBySearchRequestTests.cs,GetUriWhenPageTokenTest,The following statement contains a magic number: var request = new PlacesNearBySearchRequest              {                  Key = "abc"'                  Location = new Location(1' 1)'                  Radius = 50'                  PageToken = "abc"              };
