Project,Cyclic Dependency,Unstable Dependency,Ambiguous Interface,God Component,Feature Concentration,Scattered Functionality,Dense Structure,Imperative Abstraction,Unnecessary Abstraction,Multifaceted Abstraction,Unutilized Abstraction,Duplicate Abstraction,Deficient Encapsulation,Unexloited Encapsulation,Broken Modularization,Insufficient Modularization,Hub-like Modularization,Cyclically-dependent Modularization,Wide Hierarchy,Deep Hierarchy,Multipath Hierarchy,Cyclic Hierarchy,Rebellious Hierarchy,Unfactored Hierarchy,Missing Hierarchy,Broken Hierarchy,Long Method,Complex Method,Long Parameter List,Long Identifier,Long Statement,Complex Conditional,Virtual Method Call from Constructor,Empty Catch Block,Magic Number,Duplicate Code,Missing Default,LOC
merchantwarehouse_syslog4net,0,0,0,0,1,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,803
Merchello_Merchello,4,45,4,11,41,17,1,47,352,1,336,158,2,2,156,50,2,10,11,0,5,1,44,187,0,53,5,159,532,14,1547,8,0,0,369,0,11,155968
meshmash_Plankton,0,0,0,0,1,0,0,0,1,0,5,0,3,0,0,1,0,9,0,0,0,0,0,0,0,0,4,8,3,0,28,0,0,0,129,0,2,3221
metageek-llc_inSSIDer-2,1,2,1,0,6,0,1,11,2,0,8,19,15,0,4,4,0,3,0,0,0,0,0,0,0,0,14,33,5,0,147,4,0,52,2063,0,11,14247
Metric_CardDavNet,0,0,0,0,0,0,0,2,1,0,2,4,3,0,0,5,0,6,0,0,0,0,0,0,0,0,3,13,3,0,17,8,0,0,4331,0,0,4702
mexx_FeatureSwitcher,0,0,0,0,2,0,0,0,14,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728
mfeingold_Boo-Plugin,4,3,1,1,3,0,0,5,9,0,36,5,3,0,7,17,1,70,0,0,0,2,3,2,2,10,20,105,118,5,417,27,2,7,90,0,37,28806
mfenniak_rethinkdb-net,0,4,0,3,5,0,0,6,29,0,15,7,10,0,2,10,0,18,5,0,0,0,2,3,0,11,4,40,30,0,190,1,0,4,281,1,4,11572
mgholam_fastJSON,0,0,0,0,0,0,0,3,6,0,3,6,24,0,3,11,0,24,0,0,0,0,0,0,0,0,3,44,3,0,16,33,0,0,345,0,9,7572
mgholam_RaptorDB-Document,0,3,0,1,4,0,0,11,21,0,18,18,59,0,11,23,0,14,1,0,0,0,2,0,3,3,26,88,68,0,68,20,0,4,1646,0,21,21385
mgravell_protobuf-net,0,1,2,1,7,0,0,4,52,4,67,3,2,0,10,5,0,3,0,0,0,1,1,0,0,0,4,18,2,0,68,0,0,11,215,0,5,9985
mhinze_ShortBus,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,286
mhutch_MonoDevelop.AddinMaker,0,1,0,0,3,0,0,0,0,0,24,8,0,0,0,0,0,4,0,0,0,0,1,1,0,6,0,1,3,0,8,0,0,0,7,0,0,2584
MicBrain_Master-Password-Recovery-Tool,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,10,0,0,1,885,0,0,803
michael-wolfenden_Polly,0,3,3,0,30,0,0,0,9,3,255,936,12,0,0,171,0,0,0,0,0,0,0,21,0,12,0,39,219,402,5006,0,0,0,957,0,0,89755
MichaelJames6_My-StepCounter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,125
microcosm_KinectV2OSC,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,775
Microsoft_audio-recorder,0,0,0,0,1,0,0,0,1,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,142,0,0,1373
Microsoft_CardinalityEstimation,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,0,0,0,5797,0,1,6582
Microsoft_dotnetsamples,1,2,0,0,5,0,0,15,6,1,16,19,31,0,0,2,0,2,0,0,0,6,0,0,0,0,6,9,33,0,141,3,0,6,586,0,0,9433
Microsoft_filter-effects,0,2,0,0,7,0,0,3,7,0,23,20,4,0,1,0,0,0,0,0,0,0,8,3,0,0,10,23,13,0,57,9,0,1,68,0,4,10402
Microsoft_msbuild,3,14,0,6,12,0,0,33,25,0,81,19,6,6,6,35,0,93,6,0,38,7,148,0,1,17,8,76,182,24,539,33,0,24,452,0,7,57343
Microsoft_phone-info,0,1,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,41,3,0,1,65,0,0,2323
Microsoft_photo-inspector,0,0,0,0,1,0,0,0,2,0,9,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,14,0,3,40,1,0,6,103,0,0,2925
Microsoft_rate-my-app,0,0,0,0,1,0,0,0,1,0,7,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,2,0,11,0,0,1,4,0,0,3654
Microsoft_real-time-filter-demo,0,0,0,0,2,0,0,0,2,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,6,0,0,14,0,0,2446
Microsoft_referencesource,0,2,0,0,7,0,0,3,13,1,38,88,6,0,1,12,0,11,0,0,0,2,2,0,0,0,1,14,82,2,247,4,0,10,83,0,4,20798
Microsoft_Win2D,0,1,0,2,3,0,0,15,21,0,53,30,54,0,13,26,0,121,0,0,0,0,0,0,0,0,12,66,36,6,2994,9,2,0,5300,0,17,61082
MicrosoftResearch_Dryad,1,2,0,4,1,0,0,14,14,0,39,159,35,12,10,37,2,233,5,0,1,17,25,1,0,4,27,170,143,1,935,32,3,12,2795,0,14,69727
MicrosoftResearch_Naiad,18,11,0,3,13,7,1,7,32,0,86,76,76,0,1,11,1,31,4,0,0,1,18,10,0,6,3,86,107,0,381,2,0,0,440,1,6,33036
MicrosoftResearch_NaiadSamples,0,0,0,0,2,0,0,4,0,0,10,25,1,0,0,4,0,0,0,0,0,0,0,0,0,0,2,16,12,0,53,0,0,0,1304,3,0,5438
migratordotnet_Migrator.NET,2,4,0,0,4,0,0,2,2,0,21,0,0,0,2,12,0,2,0,0,0,2,8,0,0,0,0,4,56,0,68,0,2,0,146,0,0,9929
Mihara_RasterPropMonitor,0,0,0,1,0,0,0,7,2,0,34,39,42,0,1,31,0,25,0,0,0,0,0,1,1,0,25,131,25,2,356,32,0,23,1423,1,46,29237
MikaelEliasson_EntityFramework.Utilities,0,0,0,0,1,0,0,1,8,0,9,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,3,6,0,22,0,0,0,6,0,0,1360
mike-ward_Markdown-Edit,21,3,0,1,4,1,1,2,1,2,73,1,7,0,1,2,0,1,0,0,0,0,3,0,0,0,0,8,2,6,41,3,0,2,59,0,2,9836
mike-ward_tweetz-desktop,5,4,0,1,4,0,1,3,14,0,29,1,4,0,3,1,1,0,0,0,0,0,2,1,0,0,0,5,4,0,24,0,0,0,92,0,1,4694
mikeckennedy_mongodb-query-helper-for-dotnet,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,496
mikefourie_MSBuildExtensionPack,0,3,0,2,18,0,0,43,9,2,250,460,0,0,5,33,42,844,2,0,0,0,0,15,0,0,12,398,32,5,1903,10,0,23,772,2,64,237090
mikehadlow_AsmSpy,0,0,0,0,1,0,0,1,5,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,18,0,0,1,4,0,0,728
mikehadlow_EasyNetQ,0,0,0,0,0,0,0,2,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,4,6,0,0,1940
mikehadlow_Mike.MQShootout,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,494
mikeobrien_HidLibrary,0,0,0,0,0,0,0,0,4,1,8,0,0,0,1,4,0,1,0,0,0,0,0,1,0,1,1,6,9,0,32,0,0,0,294,0,2,3226
mikevalenty_faken,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156
mikevalenty_tamarack,0,2,0,0,1,0,0,0,3,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,444
mikhail-tsennykh_MvcCheckBoxList,0,0,2,0,2,0,0,0,3,0,13,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,8,0,0,0,12,0,2,1237
milesibastos_NHibernate.AspNet.Identity,0,0,0,0,2,0,0,0,5,0,12,0,0,0,0,2,0,3,0,0,0,0,0,0,0,6,0,0,0,0,17,0,0,0,5,0,0,1552
milkshakesoftware_PreMailer.Net,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,12,2,0,0,2,0,1,977
MindscapeHQ_raygun4net,0,13,0,0,4,0,0,12,4,0,18,0,1,0,18,30,0,41,0,0,0,0,0,0,0,0,8,83,15,2,369,46,0,11,1621,0,16,26547
MindTouch_SGMLReader,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,6,0,6,0,0,0,0,1,0,0,0,2,28,7,0,22,5,0,3,93,0,9,5018
MineStudio_KMCCC,0,2,0,0,5,0,0,4,34,0,34,7,10,0,24,12,0,4,0,0,0,4,2,0,0,0,0,48,6,0,20,4,0,0,318,0,10,11561
mjrichardson_TypeSql,2,2,0,2,1,2,0,6,15,0,16,40,18,5,4,30,0,9,0,0,0,0,7,14,1,11,12,58,31,0,117,30,12,8,3018,0,9,21828
mlnlover11_KopiLua-v5.1.5,0,0,0,0,0,0,0,0,3,0,4,6,12,0,0,12,0,0,0,0,0,0,0,0,0,0,18,233,57,0,166,6,0,6,5684,0,24,52982
mlocati_betterpoeditor,5,5,0,2,3,2,0,5,11,1,17,35,9,0,5,24,0,117,4,0,0,10,11,3,0,8,22,113,19,0,245,40,1,29,2097,0,41,39304
mm201_pkmnFoundations,2,1,0,1,4,0,0,4,3,1,20,17,22,0,0,6,0,5,1,0,0,1,3,11,0,5,18,50,82,0,223,3,0,2,3106,7,5,29850
mmanela_SnippetDesigner,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,6,0,0,1,7,0,1,1046
mmbot_mmbot,5,3,0,1,4,0,0,1,15,0,29,2,4,1,6,10,0,2,0,0,0,0,5,0,0,5,2,17,11,0,156,2,2,8,127,0,1,11034
mmonteleone_DynamicBuilder,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,415
mmooney_MMDB.RazorEmail,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,16,0,5,0,0,0,139,0,0,831
molinch_FFImageLoading,3,7,0,1,7,0,0,3,14,1,58,0,6,0,2,4,0,2,2,0,0,0,4,0,0,15,2,21,35,1,68,1,1,10,217,0,1,10943
mongodb_mongo-csharp-driver,13,30,0,13,16,16,1,37,55,1,151,379,7,15,32,155,4,229,25,0,5,27,25,267,4,39,28,299,228,46,1126,33,2,36,1486,6,76,162060
mono_CocosSharp,22,27,0,6,5,18,0,48,165,26,223,186,870,9,47,216,4,944,54,3,3,25,232,105,3,213,124,524,485,24,651,83,132,51,5620,16,28,275705
mono_csvorbis,0,0,0,1,0,0,0,0,6,0,7,9,15,0,7,6,0,31,0,0,0,7,6,0,0,0,13,44,29,0,11,7,0,0,1729,0,4,8449
mono_cxxi,3,3,0,0,3,0,0,3,19,0,27,17,5,0,1,2,0,9,1,0,0,1,0,0,5,5,2,19,7,0,61,2,3,0,13,0,7,5750
mono_dbus-sharp,3,4,0,0,4,0,0,0,4,0,9,3,24,0,3,13,0,14,0,0,0,4,3,0,5,2,1,40,4,0,50,3,0,0,188,0,6,7154
mono_entityframework,135,55,0,17,26,77,1,76,46,11,158,218,8,14,10,254,12,825,12,0,1,28,40,79,7,58,47,532,552,229,4685,116,88,22,1346,1,45,354426
mono_f-spot,15,27,1,9,25,0,1,30,213,1,272,423,238,8,62,67,0,129,3,0,1,12,12,57,4,40,12,192,313,1,829,52,9,30,2431,0,65,211763
mono_gtk-sharp,1,1,0,3,0,0,0,8,7,0,30,82,28,8,0,25,0,88,0,0,0,2,3,14,7,14,5,70,72,0,143,23,1,1,122,0,9,19718
mono_heap-shot,2,1,0,2,1,0,0,2,11,0,29,22,13,1,4,7,0,80,1,0,0,24,0,0,0,5,2,18,20,0,39,2,3,4,177,0,6,7414
mono_monkeywrench,4,3,0,2,1,0,0,2,31,0,20,1,46,0,9,7,1,1,2,0,0,0,1,22,0,72,9,29,91,0,71,3,1,3,219,0,2,11683
mono_mono-addins,6,5,0,3,3,2,0,9,16,0,40,91,9,2,3,27,1,88,1,0,1,4,11,5,5,19,17,116,48,0,144,7,10,16,689,0,4,35209
mono_mono-tools,1,3,0,5,20,0,0,75,22,1,49,93,40,3,3,27,0,96,5,0,3,2,14,225,6,21,13,251,89,2,416,63,7,14,1148,0,114,60242
mono_mono-upnp,9,7,0,2,7,0,1,8,19,0,25,81,1,0,19,6,0,36,0,0,3,1,5,9,1,10,3,29,32,0,112,3,12,10,400,0,5,17519
mono_Mono.Zeroconf,3,4,0,1,1,0,0,0,13,0,13,29,26,0,3,5,0,43,0,0,0,2,0,0,4,1,1,24,27,0,56,2,0,0,155,0,2,6609
mono_monodevelop,1,3,0,5,11,2,0,17,48,0,144,215,22,22,4,43,0,59,8,0,1,6,17,14,1,56,35,244,35,13,431,68,51,19,1729,0,33,54014
mono_monotorrent,17,13,0,2,3,1,1,4,3,1,26,57,7,10,0,11,2,114,3,0,0,20,22,7,2,8,3,39,69,3,120,10,2,14,796,0,5,26859
mono_monotouch-bindings,0,0,0,0,7,0,0,9,1,0,68,18,12,0,0,0,0,5,0,0,0,0,1,0,0,4,5,11,0,0,53,2,0,0,722,3,6,10660
mono_moon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,27,0,0,299
mono_olive,1,5,1,6,9,0,0,8,27,0,71,27,13,0,3,23,0,62,1,0,1,1,21,1,1,21,1,30,17,0,72,9,2,6,182,0,3,34264
mono_roslyn,9,74,4,20,107,15,1,126,241,9,986,267,70,33,71,286,2,159,22,0,10,27,86,60,3,152,65,981,1811,386,6664,229,15,72,1896,4,271,416860
mono_taglib-sharp,5,8,0,1,5,1,1,38,8,0,22,313,4,6,4,14,1,166,4,0,0,5,14,102,0,18,2,75,21,0,53,20,0,10,1659,0,14,68430
mono_xwt,5,6,0,8,8,2,0,21,80,5,55,314,69,19,16,73,5,119,14,0,2,14,52,130,14,59,17,180,206,0,289,27,10,42,2196,0,225,93613
Mono-Game_MonoGame.Samples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,163
Monobjc_monobjc,2,2,0,0,1,1,0,5,3,0,15,23,2,0,2,5,0,1,0,0,0,1,2,5,0,0,3,11,18,1,88,1,0,0,180,1,0,5874
MonoCross_MonoCross,0,0,0,0,1,0,0,1,5,0,12,0,5,0,1,5,0,4,0,0,0,0,7,0,0,0,0,2,5,0,9,0,0,0,10,0,0,3731
monoman_PackageManagerAddin,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18,0,0,330
monoman_SvgNet,0,1,0,0,4,0,0,1,2,0,10,6,1,0,0,9,0,3,2,0,0,0,3,1,0,26,1,16,124,0,22,0,0,3,874,0,6,7460
moodmosaic-attic_BonusBits.CodeSamples,0,0,0,0,1,0,0,1,17,0,12,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,13,0,0,0,20,0,0,2072
moonpyk_mvcdonutcaching,0,0,0,0,0,0,0,0,7,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,24,1,0,1,3,0,2,1778
Moq_moq4,4,3,1,2,8,0,0,0,33,2,96,108,0,0,0,20,0,5,0,0,0,0,0,1,0,5,0,28,16,0,214,11,0,3,62,0,12,21347
moritzuehling_DemoInfo-public,8,3,0,1,1,1,0,5,21,0,19,1,14,0,6,4,0,3,0,0,0,0,1,3,0,0,2,26,0,0,30,2,0,0,789,0,5,6293
mosa_MOSA-Project,20,24,1,13,28,2,1,32,61,1,114,43,56,7,24,54,3,105,21,0,37,24,80,62,0,91,26,194,108,1,519,71,2,3,6426,0,18,102213
moserware_Skills,0,4,0,0,3,1,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,9,52,0,0,0,41,0,2,2871
mpsbroadband_MassTransit-AzureServiceBus,0,1,0,0,1,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,0,0,17,0,0,2248
Mpstark_articulate,0,0,0,1,0,0,0,2,5,0,10,3,8,0,2,0,0,6,0,0,0,0,0,0,0,9,6,13,10,0,48,2,1,3,59,0,4,5466
MrCircuit_XAMLMarkupExtensions,0,0,0,0,2,0,0,8,0,0,4,0,4,0,0,0,0,6,0,0,0,0,2,0,0,0,0,6,2,0,16,0,0,0,4,0,0,3463
MRCollective_AutofacContrib.NSubstitute,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,163
MRCollective_ChameleonForms,0,4,0,0,4,0,0,0,8,0,25,1,2,0,0,5,0,0,0,0,0,0,1,0,0,2,0,1,27,1,55,1,0,0,3,0,1,5886
MRCollective_NHibernate.SqlAzure,0,0,0,0,0,0,0,2,4,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,1280
MRCollective_ReliableDbProvider,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,8,0,0,0,5,0,0,635
MrJul_ForTea,1,4,0,1,7,1,0,4,11,0,55,5,3,0,4,0,0,3,0,0,0,0,6,5,0,16,0,10,13,0,79,2,0,2,66,0,5,7537
mroach_RollbarSharp,0,1,1,0,1,0,0,1,2,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,6,0,0,3,5,0,0,1702
mrosack_Sacknet.KinectFacialRecognition,0,0,0,0,3,0,0,1,9,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,5,8,0,21,3,0,0,220,0,1,2427
mrsharpoblunto_BobbyTables,0,0,0,0,3,0,0,0,9,0,9,3,3,0,0,9,0,24,0,0,0,0,0,0,0,0,9,38,12,0,25,6,0,3,189,0,0,7204
mrward_monodevelop-nuget-addin,0,1,0,1,1,0,0,3,10,0,20,24,0,0,0,4,0,8,0,0,0,0,1,1,0,9,6,1,5,5,61,0,9,0,179,0,1,9137
mrward_monodevelop-nuget-extensions,0,5,1,2,5,0,0,2,4,0,26,45,2,0,0,7,0,26,0,0,0,1,5,2,0,3,1,12,17,0,112,1,3,0,119,0,3,10983
MS-UAP_cnblogs-UAP,0,3,2,3,10,0,0,2,83,0,169,65,6,4,40,3,0,0,7,0,0,0,0,17,0,88,0,20,1,0,72,7,0,20,91,0,6,18671
msgpack_msgpack-cli,42,40,3,34,55,48,0,121,240,8,493,1189,86,18,49,227,0,303,33,4,16,105,55,197,24,238,34,774,219,16,2332,52,24,29,3094,30,137,421684
mshmelev_RPi.I2C.Net,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,10,0,0,196
MSOpenTech_azure-activedirectory-library-for-dotnet,0,1,0,0,4,0,0,3,7,0,30,26,3,0,0,0,0,1,0,0,0,0,2,0,0,0,2,3,2,5,54,1,0,1,125,0,2,5404
MSOpenTech_http2-katana,2,6,0,0,4,5,0,7,16,0,37,36,17,3,7,9,0,22,2,0,0,1,8,19,2,2,3,20,97,1,108,4,1,2,212,0,9,22175
mspnp_cqrs-journey,0,11,1,0,19,1,0,1,56,0,86,29,0,0,13,2,0,0,4,0,1,0,1,5,0,0,7,13,20,4,436,0,25,15,180,0,0,21559
mspnp_cqrs-journey-code,0,11,1,0,19,1,0,1,56,0,86,29,0,0,13,2,0,0,4,0,1,0,1,5,0,0,7,13,20,4,436,0,25,15,180,0,0,21559
mspnp_semantic-logging,0,6,0,0,6,0,0,5,7,0,28,5,0,0,1,3,0,1,0,0,0,0,0,3,2,0,0,11,21,0,112,1,0,5,170,0,3,10371
mtranter_CypherNet,0,3,0,1,4,2,0,1,21,0,38,1,0,0,1,0,0,0,0,0,5,0,3,0,0,0,0,1,1,0,24,0,0,0,2,0,0,2661
MugenMvvmToolkit_MugenMvvmToolkit,28,43,2,2,50,38,1,47,133,10,112,28,14,2,18,61,5,29,8,0,4,4,33,10,9,28,12,135,184,0,833,23,4,10,1025,0,48,93534
MugenMvvmToolkit_MugenMvvmToolkit.Samples,0,4,0,0,8,0,0,1,23,0,103,8,0,0,2,0,0,0,0,0,0,0,1,0,0,0,9,4,0,0,92,0,0,0,842,0,1,8960
murrayju_CreateProcessAsUser,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,292
mvba_hbm-to-fnh,3,1,0,0,4,2,0,1,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,13,1,0,0,74,0,0,2035
MvcExtensions_Core,0,1,0,3,1,0,0,1,26,0,71,3,0,0,9,4,0,3,0,0,0,0,3,1,0,15,0,6,18,2,130,1,0,1,23,0,0,12899
mwrock_RequestReduce,1,6,1,0,5,2,1,5,26,0,61,2,4,3,5,5,0,6,0,0,0,0,2,0,1,7,2,26,14,0,150,6,1,2,291,0,5,15970
Mykezero_EasyFarm,0,6,0,1,4,2,1,1,8,0,21,12,11,0,7,0,0,0,2,0,0,1,2,4,0,1,0,6,0,1,16,1,0,0,62,0,0,8375
Myll_Dota-2-ModKit,5,1,0,0,1,0,0,4,0,0,3,7,14,0,0,3,0,20,0,0,0,0,0,0,0,0,9,19,0,0,81,3,0,12,749,0,0,8265
myquay_JsonPatch,0,1,1,0,1,0,0,1,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,12,0,0,0,0,0,0,750
Myrcon_Procon-1,33,10,1,0,6,7,1,14,11,1,15,52,19,17,0,70,1,16,1,0,0,0,5,195,8,10,63,115,54,7,2983,58,0,55,28925,0,19,82963
Myrcon_Procon-2-Potato,82,19,1,1,11,0,1,11,141,1,18,48,15,45,21,13,1,13,5,0,0,15,8,35,3,71,8,41,3,0,498,8,0,3,655,1,3,39857
mzabani_FastCgiNet,0,1,0,0,1,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,3,1,0,5,1,11,18,1,8,0,1,0,104,0,1,2230
n2cms_n2cms,34,35,0,14,36,29,1,30,193,1,236,45,25,6,43,60,1,47,12,0,21,2,44,20,9,76,4,130,142,16,987,19,19,14,372,0,18,94796
Nagru_Manga-Organizer,0,0,0,0,0,0,0,1,0,0,1,7,4,0,1,6,0,3,0,0,0,0,0,0,0,0,13,46,2,0,137,3,0,1,952,0,17,12967
nanase_lury,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,2,2,0,8,0,0,0,18,0,0,1059
NancyFx_Nancy,7,16,3,2,19,5,1,21,36,1,91,40,10,0,8,20,0,16,6,0,0,0,20,1,1,62,7,37,53,11,457,19,0,12,602,0,5,45566
NancyFx_Nancy.MSOwinSecurity,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59
NancyFx_Nancy.ReSharper,0,0,0,0,2,0,0,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,23,4,114,2,0,6,6,0,0,2889
NancyFx_Nancy.Serialization.JsonNet,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,54
Nandaka_DanbooruDownloader,2,4,0,0,1,0,0,3,2,0,5,1,8,0,5,3,0,3,0,0,0,0,1,3,0,1,8,30,4,0,218,3,0,2,1730,0,5,13185
Nanoko_quartznet-mongodb,0,0,0,0,1,0,0,0,0,0,9,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,25,0,0,0,2,0,0,1748
nant_nant,18,6,0,5,16,0,1,22,13,0,42,83,1,5,15,13,1,111,6,0,0,1,6,80,3,52,26,177,43,3,587,10,6,7,256,0,37,77614
NathanKell_ModularFuelSystem,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
NathanKell_RealSolarSystem,0,0,0,0,0,0,0,1,0,0,9,0,17,0,0,2,0,5,0,0,0,0,0,0,0,0,7,24,1,0,67,3,0,1,454,0,3,4030
naudio_NAudio,0,8,1,12,17,4,0,47,42,2,74,52,47,0,39,19,0,10,7,0,0,11,50,15,0,21,28,89,72,0,305,6,2,7,4775,1,14,79930
nbasakuragi_LINQBridgeVs,0,1,0,0,0,0,0,1,4,0,16,13,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,0,9,64,1,0,2,84,0,1,2585
nccgroup_UPnP-Pentest-Toolkit,0,0,0,0,0,0,0,1,1,0,0,13,1,0,0,4,0,10,0,0,0,0,0,0,0,0,11,12,5,0,189,0,0,15,1128,0,2,6239
nccgroup_WinShareEnum,0,0,0,0,1,0,0,0,4,0,1,1,2,0,0,2,0,8,0,0,0,0,0,0,0,0,2,13,1,0,24,4,0,2,72,0,1,2197
ncqrs_ncqrs,0,8,1,0,19,2,0,2,49,0,93,5,10,0,12,1,0,0,1,0,1,0,3,4,0,2,0,11,7,6,133,0,6,3,45,0,0,14309
NDbUnit_NDbUnit,0,0,0,0,1,0,0,0,1,0,16,16,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,6,0,26,0,0,3,0,0,1,2998
neil3d_excel2json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,339
nemec_clipr,2,5,0,0,3,0,0,1,11,0,13,2,0,0,2,1,0,1,0,0,0,1,0,0,0,7,3,9,11,0,79,2,0,0,22,0,2,4943
nemec_pathlib,0,1,0,0,0,0,0,0,3,0,13,2,0,0,2,8,0,0,0,0,0,0,4,1,0,0,1,6,10,0,17,2,0,1,65,0,6,4753
NeoforceControls_Neoforce-Mono,1,1,0,1,0,0,0,12,10,0,5,20,36,0,1,10,0,32,2,0,0,2,0,8,0,6,13,74,41,1,142,53,5,3,752,0,8,16265
net-commons_common-logging,0,3,0,0,42,0,0,16,17,0,92,80,0,0,0,71,0,18,7,0,0,0,13,17,0,5,0,88,80,1,264,0,5,1,100,0,0,53941
