Project,Unnecessary Abstraction,Imperative Abstraction,Multifaceted Abstraction,Unutilized Abstraction,Duplicate Abstraction,Deficient Encapsulation,Unexloited Encapsulation,Broken Modularization,Insufficient Modularization,Hub-like Modularization,Cyclically-dependent Modularization,Wide Hierarchy,Deep Hierarchy,Multipath Hierarchy,Cyclic Hierarchy,Rebellious Hierarchy,Unfactored Hierarchy,Missing Hierarchy,Broken Hierarchy
dibley1973_Dibware.EF.Extensions,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diegocaxito_LuceneTest,0,1,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Digiman_Custom-ASP.NET-MVC-Identity-2.0,10,0,0,20,0,1,0,2,4,0,1,0,0,0,0,1,0,0,0
digital-steez_soundcloud-sync,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
diksito_ImageProcessing,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
DimensionDataCBUSydney_OctopusDeploy.Powershell,14,0,0,29,1,0,0,19,0,0,0,1,0,0,0,0,3,0,0
dinobenz_Blognone,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
diogos88_PhotoFrame,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dipeshc_MediaOrganiser,5,2,0,1,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0
DirectEmployers_dotJira,9,0,1,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Discover-_Spell-Editor,6,0,2,2,1,0,0,0,6,0,15,0,0,0,0,0,0,0,3
discretelogics_TeaFiles.Net,4,1,1,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Disposer_Giparus,4,1,1,5,1,2,0,1,5,0,6,0,0,0,0,0,0,0,2
distantmoon_WallPaperManagement,18,0,0,36,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0
djMax_SimpleUtils,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
DKorablin_PEReader,43,7,0,41,7,2,0,6,4,0,109,3,0,0,2,2,0,0,37
dkuppitz_rexpro-client,6,0,1,1,0,1,1,1,0,0,3,0,0,0,0,0,0,0,1
dlmelendez_identitydocumentdb,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dmanning23_BulletCircusDemo,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
dmanning23_InputWrapperSample,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dmanning23_ShiftingRectangles,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dmanning23_TetrisRandomizer,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dmcgiv_AwsSesWrapper.Net,11,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
dmitry-v-titov_DomainNamesFilter,3,1,0,6,1,0,0,0,0,0,3,0,0,0,0,0,0,0,4
DmitrySibert_shewhartcards,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dmitrysmorodinnikov_BTCeApi,18,0,0,9,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0
DMS-Aus_MapManager,1,6,13,4,13,8,4,0,26,0,3,1,0,0,0,11,22,3,2
dnewcome_flog,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNikitenko_design-patterns,10,0,0,20,1,0,0,0,0,0,3,1,0,0,0,2,1,0,1
dnikku_coffeescript-httphandler,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dnmitev_Web-Services-And-Cloud,7,0,0,37,0,0,0,7,0,0,4,0,0,0,0,1,0,0,0
DoctahJones_JPEGTag,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
doggy8088_DataDictionaryCreator,1,0,0,0,0,4,0,1,2,0,0,0,0,0,2,0,0,0,0
Dolnor_Dell-SCT-IT8518E-Fan-Control,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dolphiniac_Swarm,0,2,6,31,32,20,0,0,12,0,0,0,0,0,0,0,0,0,4
domonkosgabor_OrchardSource,128,16,13,140,11,0,4,20,24,0,14,5,0,0,2,20,7,3,15
dorbacao_getdb,8,2,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
dotMorten_ZigbeeNet,3,2,0,6,0,0,0,0,1,0,0,1,0,0,4,0,0,0,10
DotNetAnalyzers_DotNetAnalyzers,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dotnetautor_WP8Kochbuch,68,0,1,122,1,10,0,1,0,0,0,0,0,0,0,1,0,0,0
dotnetcurry_winrt-81-hub-control,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dotNetNocturne_Pacman_Episode1_GreenTeam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dotnetprofessional_MSpec.Extensions,17,0,0,11,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0
dotnetprojects_DynamicDataDisplay,273,24,50,280,24,13,0,22,10,0,72,4,0,4,1,26,13,3,31
dotnetprojects_WPF_SL_Combined_Toolkit,61,4,4,8,2,0,0,0,4,0,4,2,0,0,0,4,0,0,58
doubleleft_hook-csharp,0,0,1,4,0,2,0,0,2,0,7,0,0,0,0,0,0,0,0
DouglasAlmeida_Cards,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dougrathbone_bauerdevsessions,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dougrathbone_Ga.net,1,1,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dprotaso_Google.PhoneNumbers,0,1,7,8,4,0,0,0,9,0,3,0,0,0,0,0,0,0,0
dprotopopov_PlanarGraph,3,3,0,3,2,0,0,1,4,0,40,0,0,0,6,6,10,0,0
dr1fter_apn-converter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drachis_fractals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DraphonyGames_tetris-unity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drasticactions_sekai,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
DraygoKorvan_SE-utils,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
drdamour_SpringloopsAPI,1,0,0,15,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1
DreamRecorder_Our4Legend,8,0,0,12,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0
drlongnecker_Thought.vCards,5,3,0,6,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0
DrNorton_RedmineClient,69,12,1,70,30,156,4,10,3,0,40,2,0,4,0,10,10,2,22
DrNorton_ScaryStories.Core,50,34,32,57,50,62,5,19,45,1,315,4,0,2,0,17,2,0,8
Druzil01_PoEHelper,33,2,3,20,4,35,0,10,2,0,12,3,0,0,1,14,0,0,30
ds62987_TaskMan,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dschenkelman_async-io-talk,1,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0
dsuarezv_mavlinkclient-cs,6,3,1,49,32,247,0,2,6,2,466,2,0,0,0,0,0,0,0
dtraykov_telerik,2,2,3,27,37,7,0,2,25,0,0,0,0,1,0,3,21,1,2
dtretyakov_node-tools,34,11,23,83,40,6,3,22,36,3,342,1,0,0,7,14,4,4,30
dubmun_DependencyKata,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dufernst_TorrentInstaller,0,1,2,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
duk3luk3_ArtyCalc.Sharp,4,1,3,7,1,6,2,1,1,0,5,0,0,0,0,0,0,0,3
DuxClarus_Uat-Portfolio,4,0,4,0,0,9,0,1,2,0,3,0,0,0,0,0,0,0,0
dwmkerr_file-format-wavefront,6,2,0,2,0,4,0,1,0,0,0,0,0,0,0,2,1,0,0
dwmkerr_QuickAccent,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DynamicTyped_Colo,1,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
eamoreno_AFDCompi,3,0,2,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0
Early-Modern-OCR_FrankenPlus,1,2,3,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0
east-sussex-county-council_Escc.Cms,5,3,6,28,13,0,0,14,8,0,2,0,0,0,0,6,0,0,0
EaterOfCode_ITA,2,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
eatfrog_bulletmllib4unity,1,2,0,0,0,3,0,0,0,0,61,1,0,0,8,0,0,0,5
ebifrier_Plugin_Voiceroid,0,0,1,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
ebola777_Sierpinski-Triangle,10,1,1,4,0,1,3,0,0,0,1,0,0,0,0,2,1,0,0
ecalderoncc_DASGE-Final-work---Sistema-de-Facturacion-e-Inventario,2,4,3,3,12,0,0,1,2,0,35,0,0,0,0,0,0,0,0
edcombs_DeadDodo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
edelgiudice_iBoardingPass,5,4,3,19,1,0,0,3,4,0,3,0,0,0,0,0,0,0,0
EdenRidgway_gfcdock,2,2,3,8,4,2,0,3,1,0,13,0,0,0,0,0,2,1,0
edgardoreyes_prop360,3,0,0,12,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0
ediazal_tinyos-csharp-sdk,1,0,5,0,9,8,0,0,1,0,0,0,0,0,0,0,1,0,1
edn-format_edn-dot-net,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
EdocGroup_efprime,108,113,142,319,336,17,75,32,314,34,2829,23,0,2,43,80,142,22,88
EdwinSaenz_WcfDuplexAndRxClient,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eeejayg_Pirch,19,0,0,5,1,15,0,4,0,0,9,1,0,0,0,0,1,0,1
EggieCode_COD2Paster,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
EgorBo_Xamaridea,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egyptian-geeks_fb_group_archiver,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
eidan69_Simyo-Api,1,1,0,4,2,8,0,1,0,0,0,0,0,0,0,0,2,0,0
eirikt_Memoizer.NET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eiva_ArduinoPrinter,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ejholmes_uTorrent-Notifier,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ekenvin_Underworld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ekoyudhi_ManageQsl,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
elagin_osm-orbis-terrarum,1,1,1,1,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0
elbandit_Asp-Net-Design-Patterns-CQRS,25,0,0,24,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1
elcinertugrul_facademy,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
electron931_ASPBlog,3,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Eleniitha_practica-5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ElevenPaths_latch-plugin-dotnet-membership-provider,1,0,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ElevenPaths_latch-sdk-dotnet,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
elkingtowa_de,2,0,0,5,2,24,0,0,1,0,1,2,0,4,0,0,2,0,5
Elodie950_MVCboutik,2,0,2,4,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0
Elsensee_ChromePassDecrypter,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emackey_arduino-control,2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
emanueldejanu_CDB.NET,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EmbraceUnity_DejaVu,3,1,1,3,0,1,0,0,4,0,3,0,0,0,0,1,16,0,1
EmbraceUnity_PortableLZ4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
emech-en_Micromouse-Simulator,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
EmiiFont_SaveMe,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
emilcardell_SleipnirCMS,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EmilGedda_QuickImage,6,0,0,6,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
EmnaZayaniEsprit_ECommerceV3,14,1,0,27,0,0,0,7,0,0,4,2,0,0,0,2,0,0,12
emujic1_eOrdinacija,0,0,0,10,3,0,0,5,3,0,0,0,0,0,0,1,0,0,0
enix_MassTransit-Stomp,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entelect_Entelect,0,2,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1
entelect_SetGen,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
EoghanGallgher_Smush_Master_Build,6,2,6,2,4,6,0,6,8,0,4,0,0,0,0,0,0,0,0
eouw0o83hf_Blog,16,0,3,8,7,0,0,3,1,0,8,0,0,0,0,0,0,0,0
ephe-meral_EventAggregator-CSharp,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
epidemicz_EZData,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
episerver_ServiceApi-Client,9,13,0,2,6,0,0,8,0,0,0,1,0,0,0,0,0,0,0
EQEmu_EQExtractor,9,2,2,2,9,22,0,4,9,0,0,0,0,1,0,10,80,0,8
ercananlama_JQDotNet,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
erickhaendel_pysfun-slingshot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ericlivergood_databaseutilities,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ericpkatz_EKContentV4,9,0,0,8,0,0,0,2,3,0,1,1,0,0,0,3,0,0,13
ericqubo_SerialPortPrint,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ericrrichards_ai,0,0,2,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
ericrrichards_rts,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ericsink_DrawnDataGridFramework,10,2,1,5,2,3,0,1,0,0,0,0,0,0,0,2,0,0,12
ermshiperete_BuildDependency,7,2,0,5,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3
eropple_Exor,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eropple_sharplike,10,1,2,13,6,17,0,2,3,0,17,0,0,0,0,10,8,0,9
eropple_SheetParser,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
errordite_dotnet-client,14,0,2,19,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0
ErshovYS_RSOI,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ervwalter_currentcost-agent,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eskat0n_Sphinx.Client,5,1,1,9,10,2,0,1,2,0,1,0,0,0,21,4,13,0,0
EspressoLogicCafe_WindowsCSharpDemo,7,0,0,5,5,0,0,5,0,0,1,0,0,0,0,0,0,0,0
Esri_arcgis-pro-samples-beta,9,2,0,84,15,12,0,2,0,0,4,0,0,0,0,2,0,0,14
esurharun_TSDumper,40,9,32,36,185,22,0,5,28,2,59,3,0,0,62,68,67,1,13
eswann_Mapster,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
eteeselink_scandrop,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Etersoul_trilogic-data,0,0,1,4,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0
etgryphon_codebuilder,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
etiennec_AideDC,1,0,0,5,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0
etinquis_Duvet,7,0,0,5,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0
etuhsu_code,11,1,2,66,66,7,0,14,6,0,1,0,0,0,0,1,3,0,1
EventStore_buffer-manager,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
everfranca_PlusCondominio,8,12,25,95,70,4,2,7,14,0,53,2,0,0,5,0,43,3,12
evgusev_SportsStore,3,0,0,5,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
EVO-Snap_CSharp-SampleApp-Premium-CardNotPresent,120,4,5,57,556,24,2,42,9,0,5,5,0,0,0,0,0,0,0
EVO-Snap_CSharp-SampleApp-Premium-CardPresent,120,4,5,57,556,24,2,42,9,0,5,5,0,0,0,0,0,0,0
evolutional_greenbeanscript,7,1,3,6,1,10,0,2,3,0,12,0,0,0,0,0,0,0,0
Evolveum_midpoint-password-agent-ad,30,0,2,24,54,20,0,15,0,0,0,1,0,0,1,0,0,0,0
ewassef_MiniBus,9,3,0,7,0,5,0,0,1,0,8,0,0,0,0,0,0,0,2
Excape_oAuth2TestClient,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ExchangeServices_Tools,6,3,2,5,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0
exKAZUu_SimpleOpenCodeCoverageFramework,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExM_Money,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExM_OncRpc,21,0,0,11,2,21,0,7,2,0,0,0,0,0,0,0,2,0,2
experient_LeadDevKitAPIv1Example,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
extesla_OpenGamingLibrary,28,8,14,34,56,6,3,1,46,2,175,1,0,0,16,13,11,4,8
EyeTribe_tet-csharp-client,9,0,9,9,3,6,0,9,9,0,24,0,0,0,0,0,3,0,9
ezeroone_he,6,2,9,26,22,2,0,2,14,0,1,0,0,0,0,1,0,0,6
EzUploadin_Ezuploadin,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EZXInc_celera-gui,5,6,3,34,10,22,0,3,2,0,1,1,0,0,0,0,0,0,12
Faark_AssemblyBasedProfiler,4,0,0,4,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0
Faark_Faark.Gnomoria.LimbSurgery,1,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
faboo_DbDiver,9,2,1,15,3,2,0,0,0,0,11,0,0,0,0,2,0,0,1
fabriceleal_ImageProcessing,1,4,2,1,7,1,1,0,4,0,21,2,0,0,0,2,31,0,4
fakeezz_fluent-image,1,0,0,11,0,0,0,1,0,0,3,2,0,0,0,0,1,0,0
fallenprogrammr_sudo4windows,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fanatorium_Fanabrary,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
fanta-mnix_ServiceStack,259,17,33,660,73,135,0,55,67,1,193,7,0,7,2,26,26,3,39
farzadpanahi_GoogleAnalyticsDataProcessingExtension,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FatJohn_LightRiverToolkit,4,1,2,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FatturaElettronicaPA_BusinessObjects,5,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
faustgames-ru_FaustGamesTools,61,16,15,51,39,80,0,18,17,0,61,3,0,0,2,6,7,0,59
Feddas_ExpressionTreeVisualizer,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
fedoral10_RH,4,1,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,4
feedhenry-templates_team-todo-xamarin,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
feinoujc_NServiceBus.Mandrill,2,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
fekberg_HackerNewsNow,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
felixlindemann_Dokumentversionierung,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fengrui358_CS_Lib,0,0,0,5,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0
FerozAhmed_DSGraphEdit,14,5,14,9,4,22,1,3,14,0,96,1,0,0,2,4,1,1,12
festelariane_TmcManagementSolution,8,1,1,25,1,0,0,6,0,0,0,0,0,0,0,2,0,0,7
ffbli666_WordToPDF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
filgou_AppStoreFramework,1,0,0,13,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1
filipw_ScriptCs.Engine.Brainfuck,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
filipw_ScriptCs.HttpLineProcessor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
filipw_Strathweb.Roslyn,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
firegiant_AzureStorageBuildTasks,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
firetw_Ripper,21,4,0,23,5,4,0,4,0,0,1,0,0,0,0,1,1,0,0
fisshy_pvc-angularminify,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fivepmtechnology_SharpGPS,1,1,2,3,5,5,0,0,0,0,13,0,0,0,0,0,0,0,0
fjyuan_Readtable,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
flagshipxyz_bingmaps_gps_wpf,1,1,2,6,3,4,0,1,0,0,0,0,0,0,0,0,0,0,2
flarn2006_Kaleidoscope,1,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
flashcurd_Shared.Utilities,3,1,4,48,27,0,0,0,4,0,3,0,0,0,0,0,1,0,2
flaviotsf_Experian.EmailValidation,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FleaFX_RxBus,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FloatinSeine_AkamaiPurge,5,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FlorianGrimm_whid,481,88,95,545,661,27,34,112,213,13,943,26,22,97,38,53,388,54,89
FlorianRappl_WinFormsX,17,1,2,41,1,25,0,10,5,0,1,0,0,0,0,2,0,0,1
Flowgear_flowgear-node-luxcloud-csl,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
flumeware_MVCAPIHelper,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
FlyingPie_SteamDroid,3,0,0,2,0,4,0,1,0,0,6,0,0,0,0,0,0,0,0
FMensurado_qlik-qms-api,9,0,0,42,64,3,0,1,3,0,0,0,0,0,0,0,0,0,0
fnipo_blog,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FObermaier_SharpMap.Rendering.Decorations.Legend,0,2,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FObermaier_SharpMap.Sandbox,5,0,0,7,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0
Foe-of-Eternity_Tremulous-Server-Search,1,0,1,0,2,8,0,0,0,0,2,0,0,0,0,0,0,0,0
forcedotcom_windowsphonedriver,9,2,3,13,96,12,0,6,0,0,0,1,0,0,0,1,9,0,0
fordnn_universal-autosave,0,0,0,6,1,16,0,0,4,0,0,0,0,0,1,1,0,0,0
forestrf_F4M-Downloader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fosol_Fosol.Data,5,2,0,11,22,0,0,0,0,0,1,0,0,0,0,0,0,0,1
fox1989_UnityTest,12,12,20,1159,86,1144,0,12,20,0,42,4,0,0,0,56,38,0,8
foxip_mollie-api-csharp,8,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
fpaillard_NwdStudents,10,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
FracktalWorks_Fracktory,2,1,1,3,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0
FrankFan_MyCalculator,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FrankMedvedik_phoneroom,24,13,8,136,68,28,0,34,16,0,0,1,0,0,0,4,20,0,0
FrankyBoy_JRayX,6,1,0,7,3,12,0,1,1,0,0,0,0,0,1,8,0,0,3
franse_videomanager,1,0,2,0,1,6,0,1,1,0,1,0,0,0,0,0,0,0,0
FrayxRulez_Appirater-for-Universal,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FRCGameSense_BTLHelper,6,0,2,7,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0
fredericaltorres_JavaScriptDemoer,6,1,3,8,1,10,0,1,3,0,1,0,0,0,0,0,0,0,6
fredrikeriksson_SwedishValidation,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fredsakr_eloqua-csharp-sdk,16,0,0,20,2,2,0,9,0,0,3,0,0,0,0,0,0,0,0
Freeflyjunkie_WebAPIDemo,3,1,0,3,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0
FreezeBerries_BlurpJournal,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
FreezeBerries_easterStore,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FrenchFry_HockeySDK-WPF,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frende_Event-handling,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fresky_CodeInLiveWriter,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
friedkiwi_netcrypt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fronn_win-net-mon,2,2,4,18,2,3,0,4,3,0,14,0,0,0,1,0,8,0,2
frontporch_LiteQ,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FrozenCow_sharpfilesystem,0,0,0,11,3,0,0,0,0,0,3,1,0,0,2,8,1,0,2
fruitcode_Shiori,9,0,0,17,1,14,0,8,3,0,0,0,0,0,0,0,0,0,0
fswire_api.net,6,0,0,4,1,5,0,6,0,0,13,0,0,0,0,0,0,0,3
fueltherage_SpringStuff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Funkest_CS,50,7,6,82,2,20,0,22,43,0,1,1,0,0,0,2,0,0,18
Funnear_prof,15,1,0,9,0,8,0,1,0,0,0,0,0,0,1,0,1,0,4
FutureProcessing_ef-migrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FutureProcessing_FP.Templating.Excel,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FYKSolutions_WatchKSL,4,0,0,4,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0
G-Rad_instalazy,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
GabrielDav_Solid2D,5,1,0,17,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
gabrielgreen_CsProjParser,10,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
gabrielmaldi_network-helper,4,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
