Project,Unnecessary Abstraction,Imperative Abstraction,Multifaceted Abstraction,Unutilized Abstraction,Duplicate Abstraction,Deficient Encapsulation,Unexloited Encapsulation,Broken Modularization,Insufficient Modularization,Hub-like Modularization,Cyclically-dependent Modularization,Wide Hierarchy,Deep Hierarchy,Multipath Hierarchy,Cyclic Hierarchy,Rebellious Hierarchy,Unfactored Hierarchy,Missing Hierarchy,Broken Hierarchy
JasonAceViral_CrotchDogs,26,14,26,114,6,128,2,10,34,0,22,2,0,0,6,26,0,4,32
jasonall_Collective,1,0,0,5,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1
jasondentler_Simple.Data.RawSql,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JasonJDong_CompressBinary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JasonMing_NCommons,16,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jasonsackett_unbase64unzip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jasonwnorris_Pokeymanz,6,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
javagg_kingstar_csharp_sdk,6,0,0,8,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1
javagg_smartquant.xml,3,0,0,1,2,0,0,1,3,0,0,1,0,0,13,0,0,0,1
javiercrowsoft_CSReports.net,6,0,27,11,33,10,1,1,45,0,60,0,0,0,0,1,2,0,3
jayhill_NextBus.NET,8,0,0,6,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
jaymclain_MobileExtensions,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jballe_GalleryServerPro,24,16,16,36,11,4,1,21,20,2,172,2,0,0,2,6,23,3,21
jboyce_LinqToSData,4,0,1,1,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0
jbrunken_ActiveForumsTapatalkXmlRpc,2,2,3,8,13,6,0,1,4,0,2,1,0,0,0,0,0,4,3
jbtherasse_Pronos,2,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
jdiamond_NChanges,3,1,1,7,1,0,0,0,2,0,8,0,0,0,0,0,0,0,0
jeffaristi92_ReportesDavid,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jeffgriffin_Blog,2,0,1,5,1,0,0,3,1,0,0,0,0,0,0,2,0,0,0
jeffhandley_NuGetClient,8,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
jeffyates123_Au,31,1,0,25,1,0,0,16,3,0,0,1,0,0,0,1,0,0,0
JelleDamen_CustomMvxAndroidPresenter,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jemc771_TsdWebApp,25,2,26,48,63,146,0,1,22,0,53,2,0,0,0,0,2,0,22
jenasubodh_BingWall,2,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
jenspettersson_SilverScreen,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
jeremytammik_AddMaterials,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
jerrelblankenship_CodeMashMobile,24,0,3,8,3,0,0,3,9,0,45,0,0,0,0,0,0,0,3
JerryXia_ML,13,2,11,96,32,15,0,4,37,0,32,0,0,0,0,0,0,0,0
JesseHsiu_GDHW,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
jezzsantos_ssauthz,39,0,0,54,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
jflory7_Breakout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jflory7_Space-Invaders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jhalbrecht_Walker-Wp8,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jhartwell_well-guarded,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
jhawkzz_TimeBandit,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ji2Inc_KaniMsgFixer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jimbobbennett_JimBobBennettApp,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
jimgaryphoenix_Sierra12,15,11,6,27,14,1,0,9,0,0,4,1,0,0,0,0,0,0,9
jimmah_tridion-less-tbb,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JimmieOverby_SES-example-pages,9,0,0,27,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
jimmyp_ScheduleStuff,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
JiNanCVT_Exercise,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
jiowchern_KeysCore,8,0,0,4,2,5,0,2,0,0,1,0,0,0,0,2,0,0,0
JiyongShi_MarkDownHtmlGenerator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jjafuller_DarkRoomW,0,0,2,1,3,4,0,1,3,0,5,0,0,0,0,0,0,0,0
jjaramillo_IO.Website,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
jjb3rd_Freshdesk.Net,12,0,0,6,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0
jjhesk_unity-interview,0,0,0,106,0,82,0,0,0,0,0,2,0,0,0,0,4,0,0
jjmatthews_prep,3,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
jjoyner_htpc-dashboard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
jkobrien_Xbox360ForensicsToolkit,10,2,5,20,16,16,0,5,7,0,29,0,0,0,2,3,0,0,2
jkonecki_Orleans.EventSourcing,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jlaanstra_Funq,2,0,0,2,4,2,0,0,1,0,1,0,0,2,0,0,0,0,0
jlampeatds_PasswordRegEx,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jlampeatds_SourceVsDeployed,0,1,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0
jlopezCutonala_p3_calculadora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jlopezCutonala_p3_colecciones,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jlopezCutonala_p3_encuesta,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jlopezCutonala_p3_excepciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jlopezCutonala_p3_herenciaYPolimorfismo,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
jlopezCutonala_p3_productos,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
jlopezCutonala_p3_sentencias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jmahmud_RDFer,133,40,30,148,266,12,100,7,109,1,239,17,0,10,19,66,248,34,251
jmansar_SemanticComparisonExtensions,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jmarnold_EmbeddedMail,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
jmswrnr_unity3d-package-tool,2,0,1,4,4,11,0,0,2,0,0,0,0,0,0,0,0,0,0
jnbt_NeoQueues,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joakes_ExtensibleWebFeatures,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joancaron_OpenWeatherMap-Api-Net,58,0,0,68,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0
JobiJoba_70-483,0,0,0,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Jodan-pz_spoolpad,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
JoeBickley_QlikSenseLoopandReduce,20,0,0,16,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0
joedavis_CrewXfer,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
joefeser_Burrow.Net.AutoRegistration,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
joefroh_Blog,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joefroh_ClassLocator,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
joejcollins_AddOSGrid,1,2,1,3,3,0,0,0,0,0,5,2,0,0,0,0,2,0,50
joewhaley_VirtualRubberDucky,9,1,1,2,2,8,0,2,4,0,0,0,0,0,0,0,0,0,0
joeya_test,128,16,13,140,11,0,4,20,24,0,14,5,0,0,2,20,7,3,15
jogibear9988_SlGanttChart,12,16,10,24,0,38,0,6,0,0,0,0,0,0,0,0,0,0,4
jogibear9988_svg2xaml,1,0,0,2,11,0,7,0,0,0,14,1,0,0,24,0,5,0,11
jogibear9988_WpfSilverlightReport,8,0,2,7,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0
johannes85_bloenk-software,37,11,7,32,64,62,0,15,14,0,101,0,0,0,1,0,3,2,6
john-qin_Smoothie,13,0,0,30,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0
JohnDells_PointsTracker,7,0,1,6,1,0,0,0,3,0,15,0,0,0,0,0,0,0,3
JohnMcCaffery_Monitor,0,0,4,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,2
johnpeterharvey_hueio,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
johnpeterharvey_rotten,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
johnstejskal_roadsynphony,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JonathanHenson_LocalizableMessageStorage,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jonayet_voltage_current_graph_app,2,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
joncarson_plcdb,1,2,6,33,7,3,0,4,7,0,1,0,0,0,0,2,0,0,0
jonchan6_heartbit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joncloud_monodevelop,295,161,322,1090,1397,341,115,65,371,18,2132,29,0,13,51,218,111,42,202
joncloud_ztwedit,6,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4
jondot_nchurn,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
jonesd52_connxtiontesting-part2,5,6,3,2,26,9,1,3,3,0,7,1,0,0,0,3,5,0,5
JonSaffron_FacadeFor3e,16,0,0,27,1,2,0,0,3,0,3,0,0,0,0,0,1,0,0
Jonty800_800Craft-SMP,14,14,33,53,45,76,0,3,64,4,444,9,0,0,9,27,15,1,2
jorticus_pickit2-editor,1,0,0,6,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0
JosephDevaney_PokerBot,2,1,1,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0
joshrivers_unused-file-monitor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JoshuaKlaser_ANSKLibrary,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
joygithub_Joy,2,0,2,1111,66,1100,0,0,4,0,0,4,0,0,0,56,34,0,0
jpdias_TrigMeter,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jplindgren_LinqToXmlConverter,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jptarqu_FixedTextParser,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jptarqu_SPExecutor,3,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jrmitch120_OctgnImageDb,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
jrotello_RandomUserMe.Net,5,0,0,8,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
jsakamoto_dynamicbinder,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JsinhBlog_WebcamSnapshotWpfMvvm,4,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
jss367_SpaceShooter,0,0,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
jsucupira_C-Sharp-Yelp-API-v2.0,5,0,1,10,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0
jtabadero_ZumoContrib,2,0,0,5,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0
jthigpen_TumblrAPI.NET,2,2,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
juanrt1909_CuyEvolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JudahGabriel_RavenDB.ModernMvcStarterKit,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
judypol_JordyLibary,13,1,4,34,7,11,0,3,18,0,31,1,0,0,0,1,0,0,10
juehv_SPOS,2,0,0,5,2,10,0,0,3,0,3,0,0,0,0,1,0,0,0
juhgiyo_EpNeuralEngine.cs,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
JulianRooze_CSTS,17,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
jungrok5_SpiderNET,0,0,0,12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
justdude_SpinTheBall,10,10,12,46,4,54,0,8,12,0,14,0,0,0,0,0,0,0,0
justeat_JustBehave,1,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jwdonze_CloudFormationCs,49,1,0,75,8,0,0,9,0,0,0,2,0,0,0,0,0,0,0
jweathers_BookItNow,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jype_SemanticLogging.LogglySink,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jzqiu_Hot371,24,14,9,76,9,2,0,21,8,0,0,1,0,0,0,1,84,0,0
K0-0K_Darkroom-,0,0,2,1,3,4,0,1,3,0,5,0,0,0,0,0,0,0,0
K0-0K_Darkroom-Plus,0,0,2,1,3,4,0,1,3,0,5,0,0,0,0,0,0,0,0
k0stya_BowlingKata,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k0stya_Scriptcs.BDDfy,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kaazing_robot.cs,24,0,0,9,18,4,0,4,0,0,0,0,0,0,0,0,0,0,0
kaeruair_StringScanner-csharp,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kagerouttepaso_CsCommons,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kaizora_landscape-project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KalixHealth_Kalix.ApiCrypto,2,0,0,5,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Kallikrates_Sabertooth,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
kaluluosi_MyTestGame,2,0,2,1101,70,1090,0,0,4,0,0,4,0,0,0,56,34,0,0
kami-_Prizet,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
kampus-2014-2_01-cleancode-task,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
karlbohlmark_http-signatures-csharp,3,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Karpuscul_KataRacing,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
katatunix_projects,12,2,3,0,0,20,0,0,2,0,2,0,0,0,0,0,0,0,0
KazibweStephen_beta,13,0,0,29,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
kazuki_EncryptedOneDrive,4,0,4,3,3,8,0,8,2,0,0,0,0,0,0,0,0,0,0
kazyx_KzLiveview,4,2,2,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0
kb10uy_KbtterCore,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kbilsted_AutoHasher,1,1,0,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0
KCL5South_KCLTextTemplating,2,4,2,10,9,0,0,1,5,0,8,0,0,0,0,0,2,0,0
kebby_RocketNet,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
keboola_storage-api-dotnet-client,5,0,1,7,0,7,0,4,0,0,0,0,0,0,0,0,1,0,0
KeiserCorp_Keiser.MvxPlugins.Bluetooth,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelindar_spike-bench,14,0,1,2,10,12,0,0,12,0,5,2,0,0,0,0,0,0,1
KellanHiggins_BlockGame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kendarorg_Node.Cs,32,1,1,31,6,18,1,7,0,0,7,0,0,0,1,6,0,1,6
kendobi_Entropy,2,0,2,1236,152,1224,0,0,4,0,0,4,0,0,0,56,34,0,0
KennyBu_CalendarReminder,6,0,2,15,0,8,0,3,3,0,8,0,0,0,0,1,0,0,0
KennyLv_.NETConnection,6,8,12,6,18,1,0,8,9,0,2,1,0,0,0,0,0,0,11
keradus_TrueCryptCrack,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin0117rc_VEC,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kevincolyar_CronNET,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kevinwrightleft_MongoLinqpadDriver,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KevWK314_Natter,0,0,2,6,0,0,0,1,1,0,5,0,0,0,0,2,0,0,3
khalidabuhakmeh_fluorescent,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kholodovitch_vk_winamp,32,3,9,14,0,48,0,12,4,0,4,0,0,0,0,0,0,0,10
KidFashion_vs-template-wizard,2,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3
kikakubu-ksg_capturehunter,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0
kiljacken_ProgrammingExamProject,1,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0
kinetiq_Axonite,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kinetiq_Ether.WeightedSelector,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
kingzou_Upholsterer,0,1,0,15,0,1,0,31,8,0,0,0,0,0,0,1,0,0,7
KirillOsenkov_RoslynQuoter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kirimomi_Oculus_Leap_test,23,2,4,13,3,42,0,8,4,0,12,1,0,0,1,0,0,0,1
kit-cat_ColorFaceFusion,10,1,5,10,6,5,0,1,0,0,5,0,0,0,0,0,1,0,3
kitsudo1412_KSTN-Facebook-Tool,0,1,3,8,5,3,0,1,5,0,3,0,0,0,0,0,0,0,0
kkabdol_KillTheKraken,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kkestell_nyx,8,0,0,3,0,8,0,0,0,0,3,0,0,0,0,2,0,0,0
Klakier_PsZookeeper,1,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
kleinsimon_LinearIntersect,2,0,3,3,1,5,0,0,0,0,3,0,0,0,0,2,0,0,0
kleinsimon_SemTools4CD,1,0,1,9,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1
klejeune_himmelsk-social-api,22,1,0,23,0,0,0,5,0,0,0,0,0,0,0,4,2,0,2
KlemenKosir_JC2MapViewer,3,3,2,9,7,8,0,1,1,0,0,1,0,0,0,0,3,0,0
klenje_KeeStats,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
klinkby_klinkby.checksum,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
klinkby_klinkby.compaya,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
klinkby_klinkby.vcard,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
klkkkl_dd,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Klotos_MyzukaRuGrabber,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
kmlxk_CodeTemplater,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
kmpm_MoJ,4,0,0,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
KnowledgeLakegithub_.NetTSGenerator,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ko-hayashi_Whisper,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KoihimeNakamura_CelestialNavigation,1,0,2,2,2,9,0,0,9,0,22,0,0,0,0,0,0,0,2
kolan72_QuickZip.IO.PIDL.UserControls,1,3,5,10,8,10,2,0,1,0,10,0,0,0,3,0,0,7,6
KOLANICH_Deodexer,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2
KommuSoft_MoRen,3,2,6,7,19,24,0,0,10,0,13,0,0,0,1,3,2,1,3
kpi-io_kpi-net,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
krdbigsa_NuGetPackageExplorer.Plugins,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
kria_BlockChainParser,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kris-g_LaunchyMediaControl,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
krist00fer_redis-sample,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11
Krynox_2NCMTCSharp,3,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KSP-RO_RealHeat,1,1,0,2,0,11,0,0,0,0,13,0,0,0,0,0,0,0,0
kthompson_shard,0,0,0,7,0,0,0,0,0,0,7,0,0,0,3,1,0,0,3
KTwo_BA,3,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
kupa25_MusicDJ,16,0,0,17,6,0,1,5,1,0,0,0,0,0,0,2,2,0,0
kurema_RhinoArchitecturalLibrary,5,0,0,6,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0
kvantetore_litjson,3,1,3,1,2,3,0,3,4,0,2,0,0,0,0,0,0,0,0
KvnSmith212_Easy-Weight,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l8nite_hipchat-spotify,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lachmateuszb_mygitspace,4,0,0,5,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
lacti_mmo,44,3,3,22,0,11,0,10,1,0,10,3,0,0,0,0,1,2,3
lagunazero_Dagsspelet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakerfield_PdfSharp,55,102,128,175,416,136,84,74,112,16,1486,23,0,10,46,40,168,10,148
lamesjinden_CSharp.LangEx,0,0,0,9,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0
lanayotech_vagrant-manager-windows,0,0,3,0,1,1,0,1,3,0,10,0,0,0,0,0,0,0,1
lancscoder_Guard,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
landaire_HypemClient,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
larics_Petri.Net,2,4,19,12,48,9,51,0,14,1,123,1,0,0,0,1,33,5,2
larrybeall_DirectShowLib,238,0,0,421,77,90,0,57,9,0,23,0,0,0,0,59,0,0,0
lars-erik_umbraco-defaultdomains,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lasitsin__GLDNBT,36,23,17,81,38,47,0,30,19,0,10,3,0,0,24,48,23,0,15
LBreedlove_Toml.net,0,2,0,4,2,0,0,0,1,0,5,0,0,0,1,0,0,0,1
lcnvdl_jsbuild,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0
ldunekac_USOCTrampoline,2,0,0,1,0,4,0,1,0,0,9,0,0,0,0,0,0,0,0
LeandroMBarreto_MlIB.Agents,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LeandroMBarreto_MlIB.MultiAsserts,0,0,0,3,6,3,0,0,0,0,0,0,0,0,0,2,0,0,0
LeandroMBarreto_MlIB.Reply,6,1,0,1,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0
leandrotlz_Tequila,1,3,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
leanix_leanix-sdk-csharp,2,11,1,28,128,0,0,1,27,0,0,0,0,0,0,0,0,0,0
leblancmeneses_NPEG,4,1,1,8,4,7,0,0,7,0,26,1,0,0,10,5,0,0,19
leebrandt_Presentations,16,0,0,40,15,0,0,5,0,0,0,0,0,0,0,1,0,0,1
LeeCampbell_ArtemistWest-CallMe,29,1,1,34,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0
Leefrost_Calculator,10,2,0,8,1,0,0,0,0,0,0,1,0,0,0,1,1,0,2
leekelleher_umbraco-https-redirect,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leer168_VS-Dependency-Viewer-Chromium,4,0,0,2,0,0,0,0,2,0,8,0,0,0,0,1,0,0,0
leethomascook_Sitecore.Octopus,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leifaffles_constraintthingy,0,0,0,1,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0
Leroy1245_EMMS,0,0,0,12,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0
letianzj_QuantTrading,37,6,24,32,33,42,3,12,21,0,35,1,0,0,0,7,6,0,7
leticia-amuchastegui_Xamarin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lewishenson_FluentMetacritic,8,0,0,3,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
lfreeland_Salesforce-Bulk-API-Starter,64,1,0,124,599,0,0,292,0,0,11,1,0,0,0,0,0,0,0
liam-middlebrook_drawille-sharp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
liarjo_WAMSVODButler,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
liefdiy_Mysoft.OnlineLibrary,15,2,0,23,1,5,0,3,0,0,2,0,0,0,0,0,0,0,0
LightBuzz_Kinect-HTML5,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LightDawn_Core,31,7,2,75,11,7,0,9,11,0,4,1,0,0,0,3,0,1,3
lightsonfire_BTHomeHub_Portfowarding_Automation,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liGhun_RSSharp,17,0,0,28,19,8,0,5,1,0,0,0,0,0,0,0,0,0,0
liGhun_Spinnaker,1,3,1,3,1,8,0,2,0,0,10,0,0,0,0,0,0,0,0
LinetGuevara_GitLinet,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
linquize_ude,0,15,6,12,57,15,0,3,0,0,0,6,0,0,0,0,18,0,57
linshixiong_EmdoorBarcodeTools,2,2,0,1,4,2,0,3,2,0,1,0,0,0,0,0,0,0,0
lionelandrew_NightmareGameDemo,18,2,4,54,0,48,2,2,8,0,0,2,0,0,0,6,0,4,32
LiquimindInc_BluetoothBear,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
LithiumToast_Monoceros,3,0,1,26,26,5,0,0,0,0,3,0,0,0,0,3,0,0,0
LithiumToast_Project-Euler,1,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,4,0,0
litovets_CrossZero,4,0,1,1,0,8,0,0,0,0,26,0,0,0,0,1,0,0,0
